日期,计划购电量(kWh),计划购电费(元),紧急购电量(kWh),紧急购电费(元),总购电费(元),计划弃光量(kWh),真实弃光量(kWh),安全裕度合计(kWh),0:00储电量(kWh),24:00储电量(kWh),负荷预测MAE(kW),光伏预测MAE(kW)
2025-07-03,84657.622779,53490.224661,3826.857027,13888.937220,67379.161881,0.000000,5894.960773,11248.253115,8550.000000,7120.199993,498.804162,138.814098
2025-07-04,48253.928818,28413.895063,977.099275,3026.883007,31440.778070,0.000000,17959.996325,11248.253115,7120.199993,6720.689749,215.071493,342.204027
2025-07-05,51022.091109,29848.344380,445.358081,1118.163846,30966.508226,0.000000,17793.480711,11516.159272,6720.689749,8550.000000,185.267509,312.590050
2025-07-06,86769.215662,54358.655218,2722.769991,10988.921845,65347.577063,0.000000,5337.191296,11516.159272,8550.000000,8550.000000,413.339901,184.288283
2025-07-07,90753.079672,57353.724407,918.125593,2626.602977,59980.327384,0.000000,13736.008745,12157.156607,8550.000000,8550.000000,324.767203,353.947698
2025-07-08,92473.746692,58619.067594,391.643096,1311.472149,59930.539744,0.000000,12760.100577,12200.077753,8550.000000,8550.000000,233.483984,245.454517
2025-07-09,92216.112464,58511.692206,101.229934,507.578849,59019.271055,0.000000,13827.177436,12351.122009,8550.000000,8550.000000,169.470179,187.049144
2025-07-10,90539.286190,58016.238942,196.127281,517.898276,58534.137218,0.000000,15338.031979,12351.122009,8550.000000,6790.310638,207.779014,258.799468
2025-07-11,54741.845726,33288.398757,0.811014,1.757062,33290.155818,0.000000,18975.035078,12282.271707,6790.310638,7038.303985,335.369593,187.894307
2025-07-12,57567.598262,34618.888413,0.000000,0.000000,34618.888413,0.000000,21788.291240,12282.271707,7038.303985,8550.000000,348.574124,109.548137
2025-07-13,92945.945745,59132.918447,41.513472,233.536673,59366.455120,0.000000,19318.316770,12273.006771,8550.000000,8550.000000,155.480399,332.350077
2025-07-14,90567.344174,57394.622243,124.890471,642.380117,58037.002361,0.000000,14564.790205,11035.467368,8550.000000,8550.000000,167.172868,226.144372
2025-07-15,90315.685259,57386.919341,148.874959,351.347731,57738.267071,0.000000,13415.515960,10132.553044,8550.000000,8550.000000,170.063541,243.275144
2025-07-16,90316.008002,57299.275683,112.214488,474.540258,57773.815941,0.000000,14005.045836,10132.553044,8550.000000,8550.000000,191.849774,180.928451
2025-07-17,83713.451720,53859.678590,233.314790,849.522559,54709.201149,0.000000,11092.732451,9242.977187,8550.000000,4824.580176,166.734526,137.048784
2025-07-18,52548.799787,32500.719221,0.000000,0.000000,32500.719221,436.776527,18548.241631,9242.977187,4824.580176,4626.203859,515.703859,184.509669
2025-07-19,55010.664404,32838.452864,64.981189,138.877312,32977.330176,1583.432131,20658.724914,8648.354667,4626.203859,8550.000000,354.679463,159.163236
2025-07-20,85706.224734,53990.826001,250.966676,700.169305,54690.995306,0.000000,9581.420207,7947.912501,8550.000000,8550.000000,159.666194,121.198616
2025-07-21,85007.672876,53461.532846,605.273095,2238.670088,55700.202934,0.000000,7358.552786,7703.539672,8550.000000,8550.000000,157.926389,140.494274
2025-07-22,86194.995557,54297.023300,523.781302,2081.746839,56378.770139,0.000000,8646.772430,7703.539672,8550.000000,8550.000000,156.914019,162.257225
2025-07-23,85013.574003,53474.490857,726.313713,2926.910243,56401.401100,0.000000,7295.798117,7152.190811,8550.000000,8550.000000,150.034262,147.770275
2025-07-24,79547.034974,51032.410935,1361.254039,5519.408798,56551.819733,0.000000,7792.489766,7152.190811,8550.000000,4297.155940,154.754569,203.205544
2025-07-25,49728.788235,30445.302705,37.452498,169.749968,30615.052673,3200.377598,20632.274299,6764.441793,4297.155940,4117.764342,427.158204,108.209713
2025-07-26,53585.077267,31671.477150,278.462414,680.050374,32351.527524,4565.878556,17698.401989,6612.195706,4117.764342,8550.000000,326.956569,132.043356
2025-07-27,81938.529951,51439.810587,1514.800585,7094.941535,58534.752122,0.000000,5681.746795,6567.440359,8550.000000,8550.000000,143.564463,137.409783
2025-07-28,81921.533898,51390.432562,3905.269308,15913.334565,67303.767127,0.000000,3805.436886,6567.440359,8550.000000,8550.000000,170.028617,234.546178
2025-07-29,82640.445375,51850.936271,2482.335584,9434.973331,61285.909602,0.000000,4989.301434,6668.390306,8550.000000,8550.000000,176.646294,161.059326
2025-07-30,81868.240853,51315.404838,1882.730667,8566.691742,59882.096580,0.000000,5594.578849,6668.390306,8550.000000,8550.000000,186.419470,182.499832
2025-07-31,76394.031810,49054.404384,1638.746602,7688.891374,56743.295758,0.000000,4477.858016,6646.332659,8550.000000,3845.080277,167.707775,125.954845
2025-08-01,47537.069113,29067.246048,51.499851,142.499275,29209.745323,3842.332406,23905.941719,6923.808430,3845.080277,3581.125195,290.007296,290.606574
2025-08-02,52409.521406,30846.636547,72.887733,155.858486,31002.495032,5204.246435,23367.107400,6942.873611,3581.125195,8550.000000,281.598973,222.199583
2025-08-03,81066.557679,50977.155496,252.495715,947.910224,51925.065720,0.000000,14439.067677,6942.873611,8550.000000,8550.000000,154.009988,404.920862
2025-08-04,79979.225494,50375.161874,81.366734,196.464925,50571.626800,0.000000,10684.086418,6636.816420,8550.000000,8550.000000,189.343020,287.548628
2025-08-05,79018.310856,49833.944899,179.763271,787.184176,50621.129075,0.000000,10146.354954,6636.816420,8550.000000,8550.000000,162.261537,222.845474
2025-08-06,78046.486098,49359.412935,1303.954765,5235.067193,54594.480127,0.000000,7363.370385,5979.827573,8550.000000,8550.000000,170.139349,190.244662
2025-08-07,71449.529490,46492.303629,498.447709,1668.388870,48160.692499,0.000000,10530.343188,5903.673431,8550.000000,3313.681763,193.050635,280.370290
2025-08-08,45537.771092,27579.284152,38.739476,159.779446,27739.063598,9750.592789,27192.916772,5824.434535,3313.681763,3289.516928,231.715513,296.606233
2025-08-09,51246.637286,29938.170273,136.478201,512.471476,30450.641748,9591.411084,23988.663454,5824.434535,3289.516928,8550.000000,253.351569,188.078097
2025-08-10,73537.588994,46773.419329,1100.980547,3692.022675,50465.442004,0.000000,5540.719474,5812.583416,8550.000000,8550.000000,174.090466,146.681490
2025-08-11,74164.647467,47051.244609,996.124303,4334.018085,51385.262694,0.000000,6901.039156,5812.583416,8550.000000,8550.000000,201.264590,186.006511
2025-08-12,72752.510552,46222.646495,2180.381755,8938.936764,55161.583259,0.000000,3401.405829,5631.697085,8550.000000,8550.000000,180.171504,151.091679
2025-08-13,73221.012480,46493.884507,1644.954238,6330.298436,52824.182944,0.000000,4972.438658,5249.116094,8550.000000,8550.000000,192.961435,136.387368
2025-08-14,66021.629429,43249.469813,2221.713056,9754.102139,53003.571952,0.000000,4585.190230,5132.794438,8550.000000,3129.423884,210.793086,182.716938
2025-08-15,43439.884104,26263.985286,251.339639,859.288346,27123.273632,11078.692458,24088.291044,5132.794438,3129.423884,2996.310056,220.437213,202.560836
2025-08-16,48880.685103,28221.320675,215.117630,787.000944,29008.321619,12367.463372,23428.613052,4958.245636,2996.310056,8550.000000,195.962824,161.010613
2025-08-17,69650.451402,44448.100792,1800.049064,7473.826584,51921.927376,0.000000,4658.290317,4958.245636,8550.000000,8550.000000,203.741117,188.078997
2025-08-18,69551.160516,44409.822937,2262.427250,10355.110630,54764.933567,0.000000,3729.492649,4593.159608,8550.000000,8550.000000,220.143733,141.849257
2025-08-19,69931.263628,44582.931569,1406.573763,5533.886183,50116.817752,0.000000,3278.611324,4803.288398,8550.000000,8550.000000,194.630821,100.709629
2025-08-20,70204.808589,44712.845996,6125.810749,25145.242736,69858.088733,0.000000,1936.048220,4791.905962,8550.000000,8550.000000,181.145910,288.940083
2025-08-21,62697.878717,41376.839364,3030.688346,11186.492823,52563.332187,0.000000,2243.900547,4791.905962,8550.000000,3097.281059,194.072543,143.538191
2025-08-22,42479.492744,25502.311443,803.514043,2948.069371,28450.380815,12925.703765,19446.990283,5096.275889,3097.281059,3103.414215,181.780589,147.019559
2025-08-23,48058.499327,27809.301604,537.945440,1607.381998,29416.683602,12809.698280,17688.465124,5096.275889,3103.414215,8314.490273,177.332277,163.103104
2025-08-24,69803.614925,44472.804426,2329.236108,10063.003084,54535.807510,0.000000,4437.533616,5402.879673,8314.490273,8550.000000,199.578103,212.320578
2025-08-25,70364.148076,44810.006051,5984.702253,22544.022274,67354.028325,0.000000,1733.666342,5870.790145,8550.000000,8550.000000,179.855731,286.182224
2025-08-26,72094.690629,45859.553099,1347.131178,5445.176454,51304.729553,0.000000,4096.530051,6577.481334,8550.000000,8550.000000,195.237167,123.077831
2025-08-27,71997.928571,45785.978535,2289.745791,10577.122839,56363.101374,0.000000,2565.774575,6577.481334,8550.000000,8550.000000,169.032803,189.874696
2025-08-28,66700.825643,43654.562999,4908.693974,18428.214570,62082.777569,0.000000,2533.415038,7004.145194,8550.000000,3600.112707,232.553196,238.984076
2025-08-29,43118.937164,25995.218953,530.644270,2042.868869,28038.087822,11175.278550,18421.690755,7004.145194,3600.112707,3585.077390,196.529018,174.645508
2025-08-30,48725.903308,28319.605446,183.613692,559.527453,28879.132899,10790.769230,22167.177787,7068.338473,3585.077390,8550.000000,183.652712,191.546320
2025-08-31,71549.767473,45653.831322,2298.026135,8291.268178,53945.099500,0.000000,3314.200086,7114.835511,8550.000000,8550.000000,198.148805,151.672773
2025-09-01,73230.685442,46524.608500,458.089872,1486.390317,48010.998817,0.000000,16205.553784,7501.854313,8550.000000,8550.000000,409.384532,166.345209
2025-09-02,72207.236093,45953.064323,199.841938,996.724232,46949.788554,0.000000,14489.938398,7501.854313,8550.000000,8550.000000,383.496342,148.738811
2025-09-03,71783.315519,45535.008366,130.418301,410.696403,45945.704769,0.000000,12400.621585,7504.031401,8550.000000,8550.000000,314.108087,178.600613
2025-09-04,64953.440421,42312.876755,192.864779,792.253627,43105.130383,0.000000,12312.069377,7504.031401,8550.000000,4091.358905,330.754292,193.724223
2025-09-05,41242.429865,24522.298629,147.230068,331.132015,24853.430644,11479.199192,31848.975785,7401.581836,4091.358905,4009.227559,519.763415,134.645093
2025-09-06,45246.824052,25831.088370,2.593850,8.947486,25840.035855,12518.969185,29688.357538,7438.420455,4009.227559,8550.000000,412.103604,196.115145
2025-09-07,66628.887702,42045.162603,998.592157,3642.261713,45687.424316,0.000000,8678.738904,7477.416113,8550.000000,8550.000000,211.615731,119.024560
2025-09-08,65895.040732,41446.673615,2748.787179,11340.769122,52787.442737,0.000000,5257.583360,7477.416113,8550.000000,8550.000000,185.443427,260.658786
2025-09-09,65316.064916,40912.153813,199.797049,876.361801,41788.515614,0.000000,8473.187892,7394.699765,8550.000000,8550.000000,143.699384,211.925221
2025-09-10,65328.177886,40921.524462,4003.532512,17658.594295,58580.118758,0.000000,4084.373322,7394.699765,8550.000000,8550.000000,168.072730,298.863860
2025-09-11,60316.455317,38672.605742,291.035622,1472.179250,40144.784991,0.000000,7990.843716,7646.401067,8550.000000,4173.410115,158.890539,131.504267
2025-09-12,37228.929045,21368.174178,101.111864,365.216261,21733.390440,12177.417747,22824.290201,7463.094699,4173.410115,4258.986245,235.038500,128.177870
2025-09-13,41255.640297,22810.618429,6.275783,16.409437,22827.027866,12665.186571,25650.679201,7495.871405,4258.986245,8550.000000,212.552968,202.567539
2025-09-14,64076.238897,39934.860253,2743.331958,10694.815418,50629.675671,0.000000,2749.895233,7495.871405,8550.000000,8550.000000,166.882122,212.425502
2025-09-15,65494.709973,40403.178776,745.672413,3286.018380,43689.197156,0.000000,7092.609221,7987.481682,8550.000000,8550.000000,167.259863,234.443562
2025-09-16,63858.584113,39409.010716,1941.737830,6278.779074,45687.789790,0.000000,2286.771121,7987.481682,8550.000000,8550.000000,202.433093,155.397083
2025-09-17,66284.431458,40829.525112,1443.906022,6624.018671,47453.543783,0.000000,3678.594870,8426.032017,8550.000000,8550.000000,175.538499,167.597444
2025-09-18,60833.406515,38427.959642,1235.090152,5534.163846,43962.123487,0.000000,3162.379232,8690.212470,8550.000000,4836.293544,202.390219,143.064619
2025-09-19,36455.046623,20700.088481,141.895818,325.613000,21025.701481,9912.389524,17532.565324,8988.451695,4836.293544,4833.178461,186.735130,199.969260
2025-09-20,40468.094597,22347.107085,181.260679,675.937623,23023.044708,10124.016186,17920.339083,8988.451695,4833.178461,8550.000000,186.378511,219.234802
2025-09-21,67200.483590,41547.553557,754.334341,2476.983146,44024.536704,0.000000,5578.057735,9088.465378,8550.000000,8550.000000,180.998387,135.256297
2025-09-22,66460.010740,41007.317833,1582.712020,5959.558550,46966.876383,0.000000,3339.043215,9088.465378,8550.000000,8550.000000,229.186144,111.117197
2025-09-23,66939.613508,41353.969073,1990.461272,8747.119015,50101.088087,0.000000,2726.980988,9311.594455,8550.000000,8550.000000,229.135352,159.562251
2025-09-24,68378.812622,42339.310812,849.804760,2736.568954,45075.879766,0.000000,4055.998802,9491.352396,8550.000000,8550.000000,193.274319,115.747344
2025-09-25,63786.025350,40200.868263,1368.334336,4984.531594,45185.399857,0.000000,4313.951805,9544.029414,8550.000000,5314.004448,211.094924,127.266876
2025-09-26,36633.268705,20698.970558,71.343890,197.112257,20896.082815,8532.255615,15848.499078,9544.029414,5314.004448,5413.028757,188.093973,242.606944
2025-09-27,40285.040561,22227.586943,502.371284,1546.086041,23773.672984,8108.803243,16417.897824,9593.327546,5413.028757,8550.000000,143.226333,215.795227
2025-09-28,68631.516192,42402.617002,1287.891419,5163.498530,47566.115532,0.000000,2312.085976,9593.327546,8550.000000,8550.000000,199.777111,178.858669
2025-09-29,69709.063224,43127.556766,942.281790,3967.936046,47095.492812,0.000000,3763.181864,9777.803675,8550.000000,8550.000000,230.245968,90.025178
2025-09-30,70044.409762,43369.862131,1933.957028,8241.842695,51611.704826,0.000000,2424.201872,9867.711527,8550.000000,8550.000000,218.135036,216.445700
2025-10-01,71621.974340,44419.063747,51.674606,111.792854,44530.856601,0.000000,17848.734851,10221.036973,8550.000000,8550.000000,170.282598,366.195747
2025-10-02,67138.429796,42173.866982,221.062467,476.982186,42650.849168,0.000000,14388.552362,10221.036973,8550.000000,5932.725151,196.798564,258.858326
2025-10-03,37319.677172,20886.937725,4.528358,9.688422,20896.626147,6515.100936,26205.049289,10013.261977,5932.725151,6043.890848,257.098342,189.249292
2025-10-04,40452.949584,22290.648593,6.808164,14.842444,22305.491036,6795.314802,21368.310821,10013.261977,6043.890848,8550.000000,247.567581,84.307234
2025-10-05,70924.653529,43888.888466,139.066897,301.133797,44190.022263,0.000000,12161.860338,9936.321320,8550.000000,8550.000000,155.398676,175.358406
2025-10-06,69690.672300,42908.717158,20.284068,46.042135,42954.759293,0.000000,7826.900761,9753.822521,8550.000000,8550.000000,141.464603,88.116464
2025-10-07,69412.149958,42690.505352,109.500341,236.919029,42927.424382,0.000000,7608.621664,9203.825017,8550.000000,8550.000000,137.148071,91.481418
2025-10-08,69071.437420,42478.321549,132.503793,300.136780,42778.458328,0.000000,8596.249635,9203.825017,8550.000000,8550.000000,135.263566,121.478308
2025-10-09,64599.383488,40104.984994,202.461340,595.754934,40700.739928,0.000000,7415.550731,8936.347314,8550.000000,6321.590122,136.079976,152.744363
2025-10-10,36708.442602,20075.729259,2.239218,4.769956,20080.499216,7369.080271,24186.373899,8936.347314,6321.590122,6245.249381,220.902195,220.338643
2025-10-11,39340.282082,21066.906601,45.161404,96.483680,21163.390281,8205.177953,19447.477220,8857.407707,6245.249381,8550.000000,227.675921,138.098629
2025-10-12,68260.203153,41890.635997,202.553451,502.489342,42393.125339,0.000000,5830.219961,8817.089582,8550.000000,8550.000000,132.383409,108.604430
2025-10-13,68386.700273,41871.465615,119.235351,706.101596,42577.567212,0.000000,7361.873200,8622.748012,8550.000000,8550.000000,119.093320,106.479268
2025-10-14,68363.192916,41830.864625,527.977008,2150.508846,43981.373472,0.000000,3999.653184,8622.748012,8550.000000,8550.000000,138.849280,130.002641
2025-10-15,68763.156478,42075.827208,739.100618,2914.563450,44990.390658,0.000000,3464.855916,8779.000954,8550.000000,8550.000000,121.539361,191.970428
2025-10-16,65784.682344,40742.690825,1972.787234,8255.058374,48997.749199,0.000000,2779.315408,8779.000954,8550.000000,6657.962381,143.345112,222.423560
2025-10-17,38134.314891,20682.008573,0.000000,0.000000,20682.008573,7273.647607,18503.849860,9163.213968,6657.962381,6869.453410,231.639459,146.873443
2025-10-18,39605.267766,21207.724519,18.394411,54.178416,21261.902935,6585.384984,18303.879672,9168.787641,6869.453410,8550.000000,239.772133,148.380669
2025-10-19,70867.909532,43515.094512,1370.675717,5871.586415,49386.680928,0.000000,4192.112319,9149.592355,8550.000000,8550.000000,127.110846,187.089015
2025-10-20,70734.739680,43340.291158,989.990084,4744.260546,48084.551704,0.000000,3126.542354,9149.592355,8550.000000,8550.000000,134.986828,197.732032
2025-10-21,72042.206869,44325.932669,1546.120558,5292.453776,49618.386445,0.000000,2887.052156,9097.535045,8550.000000,8550.000000,119.121548,242.884787
2025-10-22,71445.488480,43799.384809,1563.523421,7150.942698,50950.327507,0.000000,3278.776202,9097.535045,8550.000000,8550.000000,126.868054,237.195666
2025-10-23,70640.416048,43734.574015,384.974748,1517.253149,45251.827164,0.000000,4851.432969,9013.880361,8550.000000,7230.100253,132.046439,154.292331
2025-10-24,38673.147015,21012.132102,32.386661,65.020800,21077.152902,5213.182715,16884.186584,9102.395462,7230.100253,7179.663935,240.726363,129.789279
2025-10-25,40101.239200,21528.614346,25.902173,52.584427,21581.198773,5093.216649,15766.316424,9095.754416,7179.663935,8550.000000,225.732045,153.812088
2025-10-26,73552.167836,45262.928389,204.146212,691.985532,45954.913922,0.000000,4907.670298,9095.754416,8550.000000,8550.000000,109.490884,147.324205
2025-10-27,74648.485816,46019.367066,429.720125,1722.918244,47742.285310,0.000000,7164.766561,8900.496381,8550.000000,8550.000000,118.221871,189.327032
2025-10-28,74288.774490,45764.095185,584.841559,2459.301463,48223.396648,0.000000,4547.714642,8900.496381,8550.000000,8550.000000,121.116330,164.803148
2025-10-29,75498.140541,46580.023101,1626.049945,6367.224188,52947.247289,0.000000,3442.975602,8759.656758,8550.000000,8550.000000,120.759967,252.084718
2025-10-30,74633.315035,46294.672168,151.679679,725.906919,47020.579087,0.000000,6480.683513,8784.147833,8550.000000,7757.053961,131.427723,110.158368
2025-10-31,40370.876000,21998.487911,182.370345,496.649719,22495.137630,3703.226114,13005.266752,8528.032085,7757.053961,7786.987054,276.349527,246.506556
2025-11-01,41167.279641,22294.452595,0.000000,0.000000,22294.452595,3354.559640,14196.197773,8528.032085,7786.987054,8550.000000,286.142887,186.324925
2025-11-02,77274.591888,47840.006187,361.053598,1621.658705,49461.664892,0.000000,4408.997366,8388.228743,8550.000000,8550.000000,110.733878,166.193278
2025-11-03,77324.038115,47801.010816,898.593065,2649.344436,50450.355252,0.000000,4288.937832,8388.228743,8550.000000,8550.000000,110.699350,188.194101
2025-11-04,78009.279829,48270.072147,190.372140,927.792843,49197.864990,0.000000,6165.998858,8295.978696,8550.000000,8550.000000,140.772120,126.773424
2025-11-05,78661.433575,48727.713075,354.919526,1401.603498,50129.316574,0.000000,4897.668475,7965.523164,8550.000000,8550.000000,115.173928,142.441304
2025-11-06,77439.195892,48213.876186,1494.397043,6003.007558,54216.883744,0.000000,3775.227096,7806.576476,8550.000000,7950.000000,132.278729,219.034648
2025-11-07,40952.672330,22311.748947,29.979908,159.959166,22471.708113,1861.269257,13994.653997,7806.576476,7950.000000,7950.000000,300.598957,179.913410
2025-11-08,41812.971682,22641.306932,7.544325,16.024147,22657.331079,1734.813565,13663.118218,7662.252801,7950.000000,8550.000000,285.626443,112.727734
2025-11-09,79413.409880,49340.820278,629.072617,2521.706886,51862.527165,0.000000,4265.870756,7662.252801,8550.000000,8550.000000,118.054804,182.284634
2025-11-10,80407.013996,50131.218041,1147.309012,3996.539449,54127.757490,0.000000,3273.249609,7404.145775,8550.000000,8550.000000,126.024144,209.108869
2025-11-11,80537.685927,50263.812269,143.250721,536.954001,50800.766270,0.000000,4697.077106,7327.840471,8550.000000,8550.000000,107.882943,129.290857
2025-11-12,81389.496085,50862.451576,64.268123,347.260397,51209.711973,0.000000,6074.023354,6984.225761,8550.000000,8550.000000,119.551030,117.952721
2025-11-13,79603.217871,49808.324728,685.619453,2384.525979,52192.850707,0.000000,4118.547281,6984.225761,8550.000000,7966.833537,131.296417,161.977333
2025-11-14,42321.806242,23209.353820,0.000000,0.000000,23209.353820,0.000000,10922.710880,7055.544647,7966.833537,7950.000000,347.597653,186.569475
2025-11-15,43837.023375,23910.855391,0.000000,0.000000,23910.855391,0.000000,11125.021013,7055.544647,7950.000000,8550.000000,340.490496,171.028584
2025-11-16,83385.573579,52408.347810,692.921648,2816.511141,55224.858951,0.000000,5165.652010,7032.896703,8550.000000,8550.000000,134.544310,148.022463
2025-11-17,84019.038672,52861.849727,86.588484,248.187968,53110.037695,0.000000,6920.578688,7092.505451,8550.000000,8550.000000,141.830271,105.761055
2025-11-18,83769.559449,52729.482399,433.364312,1361.371851,54090.854250,0.000000,4829.153268,7023.348044,8550.000000,8550.000000,123.594536,168.088882
2025-11-19,84215.044795,53004.914039,304.153729,1385.329910,54390.243949,0.000000,4660.271166,7023.348044,8550.000000,8550.000000,128.972952,166.708042
2025-11-20,84276.161868,53144.948732,281.280354,1109.240913,54254.189645,0.000000,5227.434729,7014.999990,8550.000000,8550.000000,129.345028,137.467939
2025-11-21,46059.253373,25071.535489,0.000000,0.000000,25071.535489,0.000000,13141.535973,7014.999990,8550.000000,8550.000000,385.826584,141.502543
2025-11-22,46370.292516,25261.695649,0.000000,0.000000,25261.695649,0.000000,12152.468863,6998.105031,8550.000000,8550.000000,340.264629,124.345677
2025-11-23,86081.120982,54389.600501,405.265270,1734.237921,56123.838422,0.000000,6588.692705,6960.565690,8550.000000,8550.000000,121.276564,157.892466
2025-11-24,86370.464556,54655.718901,156.075225,564.438953,55220.157854,0.000000,7725.272217,6932.730163,8550.000000,8550.000000,131.784161,103.283221
2025-11-25,86048.572135,54422.184776,177.807434,627.278374,55049.463151,0.000000,5428.697655,6932.730163,8550.000000,8550.000000,125.164719,142.406215
2025-11-26,87140.934394,55197.408636,174.094219,654.625303,55852.033939,0.000000,5897.978631,6784.213318,8550.000000,8550.000000,144.586834,134.025913
2025-11-27,86370.939070,54691.057981,405.145908,1619.580206,56310.638187,0.000000,6343.502001,6784.213318,8550.000000,8550.000000,141.057108,139.186234
2025-11-28,48029.102423,26263.244561,0.000000,0.000000,26263.244561,0.000000,13142.954194,6519.947032,8550.000000,8550.000000,373.419015,106.438921
2025-11-29,48090.830659,26113.677077,574.109960,1507.177160,27620.854238,0.000000,9676.019095,6487.817353,8550.000000,8550.000000,362.258679,247.446150
2025-11-30,88118.127363,55915.289543,563.039537,1942.922001,57858.211544,0.000000,3744.098230,6594.576303,8550.000000,8550.000000,127.947151,206.026584
2025-12-01,87984.690259,55724.852326,4292.945502,16264.617151,71989.469477,0.000000,1266.363397,6594.576303,8550.000000,8550.000000,274.238580,161.703279
2025-12-02,89088.366790,56538.318285,4943.461356,18845.440380,75383.758665,0.000000,675.684863,6673.449082,8550.000000,8550.000000,252.773171,223.340257
2025-12-03,89491.001280,56795.441928,3784.735041,12879.954202,69675.396130,0.000000,1394.654420,6673.449082,8550.000000,8550.000000,219.813077,190.705711
2025-12-04,90213.182973,57442.681052,3011.907828,10987.097924,68429.778975,0.000000,1723.108130,6835.555325,8550.000000,8550.000000,259.431340,108.434334
2025-12-05,51983.772447,28327.384909,428.958836,1269.159211,29596.544120,0.000000,7011.293137,6896.128517,8550.000000,8550.000000,181.891944,143.552925
2025-12-06,52659.957903,28584.230101,813.575655,2196.093663,30780.323764,0.000000,5711.189239,6988.976634,8550.000000,8550.000000,157.596925,176.118164
2025-12-07,92318.476841,58934.494786,1769.559190,6266.623014,65201.117800,0.000000,1678.693700,6988.976634,8550.000000,8550.000000,191.205086,136.989992
2025-12-08,93939.191693,60117.215364,1451.020036,4991.856199,65109.071563,0.000000,2770.554179,7251.830076,8550.000000,8550.000000,177.411821,136.968446
2025-12-09,93540.216684,59830.630482,1472.744880,5914.828442,65745.458924,0.000000,2857.896738,7251.830076,8550.000000,8550.000000,178.914474,114.569338
2025-12-10,95162.490157,61009.572211,1133.897391,3839.628205,64849.200416,0.000000,3111.527643,7331.574043,8550.000000,8550.000000,157.534488,142.756664
2025-12-11,94725.204027,60716.254449,515.082409,1418.141198,62134.395647,0.000000,4485.974844,7270.476013,8550.000000,8550.000000,147.333488,58.262172
2025-12-12,56074.286631,30765.381548,225.229810,561.603297,31326.984845,0.000000,8467.122309,7255.726407,8550.000000,8550.000000,214.993110,157.968068
2025-12-13,56503.716354,31018.766228,29.121984,62.222863,31080.989091,0.000000,8611.234768,7255.726407,8550.000000,8550.000000,219.088013,149.625099
2025-12-14,96666.343446,62090.919740,433.462360,1425.991475,63516.911215,0.000000,3496.319484,7257.181465,8550.000000,8550.000000,140.060201,102.640941
2025-12-15,96527.304645,61930.483982,894.816676,2927.767872,64858.251854,0.000000,3135.687560,7257.181465,8550.000000,8550.000000,135.862503,137.631991
2025-12-16,97135.109117,62418.073994,426.145585,1268.180888,63686.254882,0.000000,3310.672479,7222.847456,8550.000000,8550.000000,134.060232,106.700416
2025-12-17,98410.331954,63275.960721,286.089010,877.121586,64153.082307,0.000000,5651.051083,7320.322272,8550.000000,8550.000000,125.825513,57.344158
2025-12-18,97631.018950,62779.785767,481.999187,1270.285982,64050.071749,0.000000,5903.004674,7282.329071,8550.000000,8550.000000,145.793104,77.063145
2025-12-19,58774.940068,32423.283487,15.196861,32.756834,32456.040321,0.000000,11729.153759,7282.329071,8550.000000,8550.000000,254.772874,92.128658
2025-12-20,58738.653239,32281.014454,53.748504,115.091924,32396.106378,0.000000,11775.808113,7255.756216,8550.000000,8550.000000,227.461369,69.531950
2025-12-21,98610.591500,63438.276130,545.935201,1683.613166,65121.889295,0.000000,5258.159299,7255.756216,8550.000000,8550.000000,142.406037,79.855436
2025-12-22,99272.769569,63868.648920,338.216172,1056.902316,64925.551236,0.000000,5811.725282,7231.296148,8550.000000,8550.000000,120.812591,41.535157
2025-12-23,99043.876625,63715.322283,161.713622,657.199804,64372.522087,0.000000,7089.721410,7083.429607,8550.000000,8550.000000,125.803309,39.723361
2025-12-24,99520.463829,64015.113574,130.969961,374.191089,64389.304663,0.000000,6933.714620,7051.687311,8550.000000,8550.000000,119.566906,71.792362
2025-12-25,98405.853157,63275.096153,390.029765,1310.316616,64585.412769,0.000000,6134.658008,7051.687311,8550.000000,8550.000000,133.826041,44.839233
2025-12-26,59666.212122,32913.148101,0.000000,0.000000,32913.148101,0.000000,12502.714527,6939.029901,8550.000000,8550.000000,279.295594,96.852846
2025-12-27,60220.657638,33258.520951,6.410958,13.418134,33271.939085,0.000000,12721.438607,6939.029901,8550.000000,8550.000000,287.634977,50.095710
2025-12-28,99797.487994,64256.321355,133.376392,526.122535,64782.443889,0.000000,8253.313481,6930.361771,8550.000000,8550.000000,113.285204,63.385962
2025-12-29,99591.480217,64050.209491,218.009346,929.543793,64979.753284,0.000000,7425.395444,6808.003243,8550.000000,8550.000000,106.779385,69.245529
2025-12-30,99394.494766,63936.541798,89.423873,358.273803,64294.815601,0.000000,8400.843937,6799.483122,8550.000000,8550.000000,108.336035,89.163640
2025-12-31,99695.655220,64053.774778,230.834464,724.707364,64778.482142,0.000000,6429.803025,6799.483122,8550.000000,8550.000000,123.440396,54.082466
