日期,计划购电量(kWh),计划购电费(元),紧急购电量(kWh),紧急购电费(元),总购电费(元),0:00储电量(kWh),24:00储电量(kWh),电价预测MAE(元/kWh)
2025-09-14,62554.439653,40669.763000,3353.526453,13859.366984,54529.129984,2700.000000,2700.000000,0.13721541
2025-09-15,64308.676853,41105.185693,1212.687251,5279.219632,46384.405325,2700.000000,2700.000000,0.04134405
2025-09-16,65348.348163,42465.596132,1916.287749,5944.508064,48410.104196,2700.000000,3450.000000,0.05023215
2025-09-17,65947.674943,42857.679986,1192.151511,5182.288149,48039.968135,3450.000000,2550.000000,0.04349887
2025-09-18,65398.823895,42113.720007,679.161959,3097.773411,45211.493418,2550.000000,1200.000000,0.04365133
2025-09-19,61096.560214,30711.920036,0.000000,0.000000,30711.920036,1200.000000,1950.000000,0.13516463
2025-09-20,59842.634312,29376.912019,11.905158,27.000899,29403.912918,1950.000000,4200.000000,0.05492871
2025-09-21,62110.487029,40664.845536,2091.632761,7775.563180,48440.408716,4200.000000,2700.000000,0.12128350
2025-09-22,66033.305497,42626.684181,2191.482001,8118.230387,50744.914568,2700.000000,4200.000000,0.04217134
2025-09-23,66375.950011,42737.919910,2557.500183,11528.789168,54266.709078,4200.000000,4950.000000,0.04846902
2025-09-24,65875.819714,42983.877067,1329.317500,4523.673616,47507.550683,4950.000000,3450.000000,0.04090130
2025-09-25,65446.871023,42794.269584,1231.734082,4569.220450,47363.490035,3450.000000,1200.000000,0.04394902
2025-09-26,61964.975316,30302.094222,0.000000,0.000000,30302.094222,1200.000000,1950.000000,0.13976444
2025-09-27,61066.282578,30591.486637,31.907769,74.297240,30665.783877,1950.000000,4200.000000,0.05176011
2025-09-28,63459.812856,41360.369283,4018.005157,17200.715838,58561.085121,4200.000000,3450.000000,0.12663534
2025-09-29,65241.811082,42712.646480,2278.245173,9428.555080,52141.201560,3450.000000,2550.000000,0.04610478
2025-09-30,69305.687953,44908.771593,3060.041958,13353.439272,58262.210866,2550.000000,3450.000000,0.05042250
2025-10-01,69622.621420,43618.629814,116.390024,249.641572,43868.271386,3450.000000,2700.000000,0.06100463
2025-10-02,70255.142125,43850.974583,130.913372,281.027401,44132.001984,2700.000000,2550.000000,0.03432905
2025-10-03,64035.625612,29454.955273,0.000000,0.000000,29454.955273,2550.000000,3300.000000,0.15169017
2025-10-04,60560.699834,28859.769405,3.877836,8.500216,28868.269621,3300.000000,4050.000000,0.04571091
2025-10-05,65239.829637,40365.464873,568.535851,1554.997026,41920.461899,4050.000000,4050.000000,0.10048949
2025-10-06,66234.374480,42321.866573,318.045663,993.653718,43315.520291,4050.000000,4200.000000,0.05008072
2025-10-07,68897.170345,42674.836518,205.901823,602.685392,43277.521909,4200.000000,5700.000000,0.04243494
2025-10-08,66281.712060,42021.179954,363.474304,940.272619,42961.452573,5700.000000,4950.000000,0.04169834
2025-10-09,65804.965884,41745.713259,97.283505,307.622996,42053.336256,4950.000000,3450.000000,0.03994759
2025-10-10,63450.685283,29472.356845,0.000000,0.000000,29472.356845,3450.000000,5700.000000,0.15733173
2025-10-11,59026.648702,28160.043430,14.004587,29.745743,28189.789173,5700.000000,6450.000000,0.04824363
2025-10-12,61740.117505,38509.035643,1419.537363,5294.770981,43803.806624,6450.000000,4950.000000,0.12060094
2025-10-13,65633.931084,40704.414491,517.380292,2285.381617,42989.796107,4950.000000,5700.000000,0.04331855
2025-10-14,66043.820922,41565.137775,1222.860121,5404.114773,46969.252548,5700.000000,5700.000000,0.04264437
2025-10-15,67508.180368,42633.743530,1762.055026,6554.983778,49188.727308,5700.000000,6450.000000,0.04568941
2025-10-16,67183.587048,42919.427515,1836.143692,8282.687704,51202.115219,6450.000000,5700.000000,0.04567970
2025-10-17,60576.618013,29008.386743,0.000000,0.000000,29008.386743,5700.000000,4950.000000,0.14329143
2025-10-18,58083.352622,27796.077661,9.291283,21.671918,27817.749578,4950.000000,3450.000000,0.05506323
2025-10-19,65853.413372,41749.304329,4084.305953,18945.888891,60695.193220,3450.000000,4200.000000,0.14224288
2025-10-20,66921.653053,42538.702779,2912.488661,14084.692723,56623.395502,4200.000000,4200.000000,0.04787386
2025-10-21,70007.242696,44851.065039,2906.577264,11426.235824,56277.300863,4200.000000,4800.000000,0.04579980
2025-10-22,71043.152925,45576.580000,1927.576700,9375.621053,54952.201053,4800.000000,4950.000000,0.04294932
2025-10-23,70581.699538,45257.451686,276.869231,1178.286688,46435.738374,4950.000000,3450.000000,0.04135729
2025-10-24,65913.606858,31235.034475,0.000000,0.000000,31235.034475,3450.000000,4050.000000,0.13743544
2025-10-25,64740.848176,30576.628309,0.000000,0.000000,30576.628309,4050.000000,5700.000000,0.05176352
2025-10-26,70445.264723,44677.752508,1315.277563,5378.031334,50055.783842,5700.000000,7200.000000,0.12521534
2025-10-27,66763.464010,43062.820415,1630.791020,7341.369749,50404.190164,7200.000000,4200.000000,0.04804064
2025-10-28,71673.762632,46359.469673,1002.979869,4486.598274,50846.067948,4200.000000,4200.000000,0.04619721
2025-10-29,73986.331848,47998.250168,2580.866378,11183.054570,59181.304738,4200.000000,5550.000000,0.05125814
2025-10-30,73050.871492,48564.873043,231.620922,989.151600,49554.024643,5550.000000,4200.000000,0.04102168
2025-10-31,68424.925856,33439.955351,0.000000,0.000000,33439.955351,4200.000000,4950.000000,0.12713660
2025-11-01,66479.480137,31923.889947,14.980584,32.844930,31956.734876,4950.000000,5550.000000,0.05935752
2025-11-02,71482.498448,46585.565975,2367.562928,11096.956718,57682.522694,5550.000000,5550.000000,0.13210385
2025-11-03,72712.589054,48167.683991,2327.153043,8492.412156,56660.096147,5550.000000,4950.000000,0.04928157
2025-11-04,76547.107118,50367.502363,541.833491,2347.133137,52714.635500,4950.000000,5700.000000,0.04317975
2025-11-05,74031.724700,50461.092216,432.093730,1550.142521,52011.234737,5700.000000,2700.000000,0.04278994
2025-11-06,77543.003063,52720.305016,1201.144599,5267.716125,57988.021142,2700.000000,1950.000000,0.04691006
2025-11-07,73325.455891,35918.863998,0.000000,0.000000,35918.863998,1950.000000,2700.000000,0.14994391
2025-11-08,72417.140767,35058.235826,8.399135,19.078634,35077.314460,2700.000000,4950.000000,0.05064590
2025-11-09,73936.215417,49529.779617,1650.954368,7052.835538,56582.615155,4950.000000,3450.000000,0.13033822
2025-11-10,80596.149430,54189.945671,2141.047238,8966.440415,63156.386086,3450.000000,6300.000000,0.04992781
2025-11-11,77072.968226,52748.000078,253.968190,906.854508,53654.854586,6300.000000,4200.000000,0.04342569
2025-11-12,81026.034841,54993.716664,69.550183,343.302464,55337.019128,4200.000000,4200.000000,0.03975695
2025-11-13,82777.126966,56926.060636,295.142675,919.254296,57845.314933,4200.000000,4950.000000,0.04332916
2025-11-14,75913.813825,38412.749337,0.000000,0.000000,38412.749337,4950.000000,5700.000000,0.13982276
2025-11-15,75100.053674,37387.174401,0.000000,0.000000,37387.174401,5700.000000,7800.000000,0.05046113
2025-11-16,74736.168499,52071.937438,1884.311587,8317.766147,60389.703586,7800.000000,4050.000000,0.12903586
2025-11-17,81767.378603,55389.579907,449.973714,1750.976811,57140.556719,4050.000000,4950.000000,0.04096479
2025-11-18,79931.702772,55770.678381,737.111918,2774.749143,58545.427524,4950.000000,3450.000000,0.04947675
2025-11-19,84482.564984,58831.479163,376.201384,1481.758475,60313.237638,3450.000000,4950.000000,0.04619229
2025-11-20,83308.586269,58041.350820,159.414104,614.324421,58655.675240,4950.000000,4200.000000,0.04473512
2025-11-21,79068.595502,40246.852934,0.000000,0.000000,40246.852934,4200.000000,5550.000000,0.14127238
2025-11-22,76286.844590,38808.459580,0.000000,0.000000,38808.459580,5550.000000,6300.000000,0.04848474
2025-11-23,78874.616421,55043.957610,1699.852429,8274.481762,63318.439372,6300.000000,4200.000000,0.12601597
2025-11-24,85620.096737,58340.817078,603.745740,2531.430338,60872.247416,4200.000000,7050.000000,0.04553177
2025-11-25,81640.847115,56817.639789,400.476601,1671.581396,58489.221186,7050.000000,4950.000000,0.04240607
2025-11-26,84639.971294,59669.932867,264.876779,1062.709078,60732.641944,4950.000000,4200.000000,0.05240095
2025-11-27,84618.591462,60178.220040,97.074073,483.104225,60661.324265,4200.000000,2700.000000,0.03873160
2025-11-28,81158.086499,41369.505611,0.000000,0.000000,41369.505611,2700.000000,4200.000000,0.14677000
2025-11-29,78021.095743,40374.090008,10.880653,23.708944,40397.798951,4200.000000,4950.000000,0.04647953
2025-11-30,83031.267877,58096.317573,2309.071625,10263.852148,68360.169721,4950.000000,4950.000000,0.12811654
2025-12-01,83694.159306,62213.584200,6448.925032,30159.509156,92373.093356,4950.000000,4050.000000,0.10080623
2025-12-02,91515.258044,67040.324213,6133.425745,29480.309417,96520.633629,4050.000000,7800.000000,0.06163938
2025-12-03,86170.491650,65709.558545,3226.091296,13162.354488,78871.913033,7800.000000,4200.000000,0.05499619
2025-12-04,93149.564110,69208.057472,2058.271993,8560.974299,77769.031771,4200.000000,4950.000000,0.04929969
2025-12-05,88516.781013,48778.204723,0.000000,0.000000,48778.204723,4950.000000,7050.000000,0.12775173
2025-12-06,86276.284956,48093.844278,7.623768,17.340261,48111.184539,7050.000000,8550.000000,0.04442284
2025-12-07,90061.586415,67091.144518,2746.448723,12663.229299,79754.373817,8550.000000,7950.000000,0.14003237
2025-12-08,89973.993590,68550.347984,1361.518783,6428.534784,74978.882767,7950.000000,4950.000000,0.04655463
2025-12-09,98752.213084,72405.513167,695.594497,3535.711558,75941.224725,4950.000000,7800.000000,0.04459191
2025-12-10,97292.143866,73850.572464,430.133766,1895.722116,75746.294580,7800.000000,7950.000000,0.05117317
2025-12-11,96744.498816,72649.265183,125.373808,479.239279,73128.504462,7950.000000,6450.000000,0.03758496
2025-12-12,90720.042869,52095.530381,0.000000,0.000000,52095.530381,6450.000000,5550.000000,0.12920168
2025-12-13,90889.911987,51701.858155,1.899902,4.004993,51705.863148,5550.000000,6450.000000,0.04443119
2025-12-14,96582.778707,72820.839820,796.103377,4442.080455,77262.920275,6450.000000,7200.000000,0.14193630
2025-12-15,96516.818692,73437.689335,606.774118,2781.414877,76219.104212,7200.000000,6450.000000,0.03822946
2025-12-16,98265.145932,74846.064923,127.713372,572.837561,75418.902483,6450.000000,5700.000000,0.03821449
2025-12-17,102902.793701,77753.284894,77.334419,311.751082,78065.035976,5700.000000,7800.000000,0.03926089
2025-12-18,99663.473733,75921.350594,111.961362,271.359627,76192.710220,7800.000000,6450.000000,0.04427253
2025-12-19,94699.326011,54506.558895,0.000000,0.000000,54506.558895,6450.000000,6450.000000,0.14362490
2025-12-20,94766.341974,52591.994659,0.000000,0.000000,52591.994659,6450.000000,8528.581621,0.04612237
2025-12-21,97694.408250,73639.512610,727.517618,3635.909639,77275.422249,8528.581621,8550.000000,0.13767973
2025-12-22,94984.390278,73982.571773,331.282626,1652.254647,75634.826419,8550.000000,4800.000000,0.03998942
2025-12-23,103025.638803,77635.463634,92.382749,514.868403,78150.332036,4800.000000,7050.000000,0.04184460
2025-12-24,100672.010064,76440.636827,57.292028,129.240751,76569.877578,7050.000000,6300.000000,0.03705615
2025-12-25,102477.383503,78205.667445,69.916721,280.743714,78486.411159,6300.000000,6450.000000,0.04200743
2025-12-26,95272.580623,54357.215935,0.000000,0.000000,54357.215935,6450.000000,6300.000000,0.14775535
2025-12-27,95574.367972,53242.718877,0.000000,0.000000,53242.718877,6300.000000,8550.000000,0.04988071
2025-12-28,96752.999995,72839.906653,328.154770,1780.045699,74619.952352,8550.000000,7050.000000,0.13209487
2025-12-29,100120.821017,74801.428517,235.424808,1173.844334,75975.272851,7050.000000,7950.000000,0.03518059
2025-12-30,98382.334072,73556.749516,91.488962,472.056809,74028.806325,7950.000000,7050.000000,0.04014301
2025-12-31,99697.617036,75345.409019,147.218856,470.300922,75815.709941,7050.000000,7200.000000,0.04412250
