日期,0点计划购电量(kWh),最终调整购电量(kWh),增加购电量(kWh),减少购电量(kWh),0点计划购电费(元),调整后购电结算费(元),调整相关费用变化(元),紧急购电量(kWh),紧急购电费(元),总购电费(元),0:00储电量(kWh),24:00储电量(kWh)
2025-06-27,75104.403743,54968.382309,0.000000,20136.021434,46975.454752,39260.939869,-7714.514883,0.000000,0.000000,39260.939869,8991.091258,9315.217690
2025-06-28,71460.551748,55825.469818,0.000000,15635.081930,44244.782637,38347.000248,-5897.782389,0.000000,0.000000,38347.000248,9315.217690,9593.552671
2025-06-29,73348.241898,78036.198846,5176.924882,488.967935,45143.935145,50767.568891,5623.633746,1482.780634,5284.446643,56052.015533,9593.552671,9402.781766
2025-06-30,80673.595385,79167.328826,363.646737,1869.913296,50191.550961,50125.266293,-66.284667,1066.767403,4382.395603,54507.661897,9402.781766,9316.146543
2025-07-01,71886.181922,79242.877682,7356.695760,0.000000,44382.055011,52633.085222,8251.030211,5591.334072,16965.420835,69598.506057,9316.146543,8939.358650
2025-07-02,70494.676904,73766.981719,3272.304815,0.000000,44362.321218,47616.983677,3254.662459,4594.033068,15085.176033,62702.159710,8939.358650,8597.629415
2025-07-03,82199.121673,84886.718152,2893.210225,205.613746,51425.860786,55173.908889,3748.048103,3252.794246,9882.604687,65056.513576,8597.629415,8318.385745
2025-07-04,67259.866220,57229.620451,0.000000,10030.245769,41845.567202,37622.181275,-4223.385927,168.112674,483.028338,38105.209612,8318.385745,8674.717899
2025-07-05,64475.081034,57394.009753,0.000000,7081.071282,40394.919477,37141.830234,-3253.089244,93.116183,229.466414,37371.296648,8674.717899,8927.288575
2025-07-06,74321.457461,85103.512585,10783.983609,1.928485,46950.477500,57808.933567,10858.456067,2570.075775,8208.354286,66017.287853,8927.288575,8552.737765
2025-07-07,77748.525549,76791.488769,1098.494026,2055.530806,48665.511701,49840.439098,1174.927396,3199.076659,11057.685614,60898.124712,8552.737765,8277.495096
2025-07-08,85289.462119,81705.211553,883.860074,4468.110640,53698.020019,53633.313327,-64.706693,1537.439746,5621.812248,59255.125575,8277.495096,8126.512510
2025-07-09,87771.835722,82918.456416,651.086128,5504.465434,55118.553713,54308.107798,-810.445915,415.058705,1549.493664,55857.601462,8126.512510,7937.571199
2025-07-10,81940.490307,80699.460777,332.293929,1573.323459,51826.785899,51835.849658,9.063759,1118.700385,3730.998270,55566.847928,7937.571199,7805.689543
2025-07-11,83979.198366,62442.185417,0.000000,21537.012949,52406.826057,44487.128870,-7919.697188,0.000000,0.000000,44487.128870,7805.689543,8309.731845
2025-07-12,71365.129472,61830.459201,0.000000,9534.670271,44865.395626,40771.594462,-4093.801163,30.771593,64.758817,40836.353279,8309.731845,8681.818234
2025-07-13,84670.074000,75205.663331,105.457003,9569.867672,53988.549892,50976.206050,-3012.343842,1410.641495,5905.755398,56881.961448,8681.818234,8525.042690
2025-07-14,81684.562220,78541.335368,1018.888274,4162.115125,50849.591176,51175.577003,325.985827,1076.737255,4634.929386,55810.506389,8525.042690,8436.165895
2025-07-15,87121.597632,78522.630520,0.000000,8598.967112,54649.513790,52113.827352,-2535.686437,1754.722710,7096.376082,59210.203435,8436.165895,8424.805689
2025-07-16,85168.113515,81473.214724,0.000000,3694.898791,54415.813361,53068.086947,-1347.726414,789.457489,2849.319418,55917.406365,8424.805689,8427.326695
2025-07-17,84657.541735,83016.866419,513.543705,2154.219021,53636.783763,53512.926440,-123.857323,505.415499,2171.489991,55684.416432,8427.326695,8462.188580
2025-07-18,88734.308287,63759.791925,0.000000,24974.516362,55932.447489,46595.648128,-9336.799361,16.347031,68.788305,46664.436433,8462.188580,8919.761022
2025-07-19,83643.565234,63343.242465,0.000000,20300.322769,53143.204508,45415.493100,-7727.711408,34.680215,74.087732,45489.580832,8919.761022,9222.647397
2025-07-20,86445.374668,82356.751136,615.290604,4703.914135,53904.328396,53555.664083,-348.664314,776.357744,3662.516833,57218.180915,9222.647397,9105.042652
2025-07-21,88391.186907,85575.418287,43.895531,2859.664151,55658.513718,54852.586370,-805.927349,275.681766,1255.547146,56108.133516,9105.042652,9063.834978
2025-07-22,85651.599541,86343.203086,1831.933982,1140.330437,54375.477132,55358.022344,982.545211,241.738321,1039.607129,56397.629473,9063.834978,9055.746261
2025-07-23,97204.583040,83870.796037,0.000000,13333.787002,62402.100386,57790.002081,-4612.098305,1160.748418,4762.078340,62552.080421,9055.746261,9060.719103
2025-07-24,97195.412922,85942.345277,0.000000,11253.067645,62417.415253,58238.339224,-4179.076029,248.731597,1117.531071,59355.870295,9060.719103,9115.266206
2025-07-25,78871.722187,62987.513484,0.000000,15884.208703,49963.232982,43533.732091,-6429.500891,0.000000,0.000000,43533.732091,9115.266206,9468.393743
2025-07-26,82771.188416,62745.603402,0.000000,20025.585014,51362.532815,44188.236899,-7174.295915,0.000000,0.000000,44188.236899,9468.393743,9694.873922
2025-07-27,84794.545904,82382.224339,250.079099,2662.400664,53255.410184,52666.459271,-588.950913,879.307387,3802.734832,56469.194103,9694.873922,9714.423464
2025-07-28,88994.259277,87955.063686,155.586033,1194.781624,56038.192251,55794.772727,-243.419524,829.749141,3616.474984,59411.247711,9714.423464,9703.196288
2025-07-29,87088.546440,89929.913516,3171.744043,330.376967,55022.629568,58215.889458,3193.259890,101.683863,519.283470,58735.172928,9703.196288,9724.891137
2025-07-30,80029.543594,86286.865555,6520.806714,263.484753,50918.134948,56684.646312,5766.511364,141.366682,590.797322,57275.443634,9724.891137,9722.605864
2025-07-31,85025.126876,86879.119941,2095.390907,241.397842,53636.706331,55548.406766,1911.700435,182.762656,742.685819,56291.092585,9722.605864,9656.327318
2025-08-01,76501.682597,60788.433278,0.000000,15713.249319,48584.149455,42156.102135,-6428.047319,10.952499,23.202869,42179.305004,9656.327318,9878.770448
2025-08-02,81998.970617,60592.919889,0.000000,21406.050728,51480.394551,43463.794902,-8016.599649,81.927440,263.881290,43727.676192,9878.770448,10050.000000
2025-08-03,69185.395397,68419.257329,24.803988,790.942056,44588.133702,44306.811044,-281.322659,1599.445851,7391.319377,51698.130421,10050.000000,9972.800175
2025-08-04,74867.744098,73657.984982,225.960463,1435.719579,48260.178492,48052.679342,-207.499150,919.467697,3905.441604,51958.120946,9972.800175,9808.922288
2025-08-05,74065.357773,74119.208704,1544.440392,1490.589460,47449.500731,47885.548460,436.047729,420.671260,1898.406064,49783.954524,9808.922288,9769.378941
2025-08-06,82220.072375,77411.631521,0.000000,4808.440854,53268.082515,51306.487365,-1961.595150,472.789630,2168.636930,53475.124295,9769.378941,9752.505450
2025-08-07,85009.300714,72976.851375,156.150015,12188.599355,53188.667777,50111.392853,-3077.274923,357.750118,1475.250203,51586.643056,9752.505450,9720.618761
2025-08-08,66758.231174,57259.140703,0.000000,9499.090471,42760.950774,38216.032293,-4544.918481,0.000000,0.000000,38216.032293,9720.618761,9847.283342
2025-08-09,68156.771164,58230.475226,0.000000,9926.295939,43063.076020,38530.127007,-4532.949013,7.053585,25.376675,38555.503682,9847.283342,9944.343971
2025-08-10,73302.696700,71575.597521,450.775457,2177.874636,46867.327555,46981.990665,114.663110,1093.779429,4627.280819,51609.271483,9944.343971,9722.887141
2025-08-11,72824.299974,73360.489561,1265.181450,728.991863,45766.522821,47265.769658,1499.246837,725.111891,2733.420414,49999.190072,9722.887141,9618.544549
2025-08-12,80185.178057,77107.792460,503.118230,3580.503827,50129.991111,49968.397269,-161.593842,494.669483,1673.133660,51641.530929,9618.544549,9529.091494
2025-08-13,73347.693923,74938.323908,1617.951433,27.321448,46240.901445,47831.440773,1590.539328,669.452246,2625.717765,50457.158537,9529.091494,9434.477617
2025-08-14,76093.992888,75765.952014,1892.190519,2220.231393,48668.963230,49093.696916,424.733686,439.246768,1880.730103,50974.427019,9434.477617,9429.870000
2025-08-15,78603.235728,58726.034476,0.000000,19877.201252,49438.605135,41856.957450,-7581.647684,0.000000,0.000000,41856.957450,9429.870000,9670.520490
2025-08-16,73241.146918,57581.819283,0.000000,15659.327635,46617.962598,40126.480748,-6491.481850,0.601551,3.766312,40130.247060,9670.520490,9876.546851
2025-08-17,74856.325347,69364.570347,532.452024,6024.207024,46555.227812,45945.425026,-609.802787,1381.591037,6238.282850,52183.707876,9876.546851,9795.534113
2025-08-18,73146.726754,70743.936897,0.697313,2403.487170,46570.807004,45735.290568,-835.516436,1263.302643,5548.119711,51283.410279,9795.534113,9730.802406
2025-08-19,73160.114783,71821.019959,54.207298,1393.302122,46520.421629,46187.285926,-333.135703,924.196530,4167.311167,50354.597094,9730.802406,9658.747005
2025-08-20,82816.536676,77423.696600,599.289544,5992.129620,51670.301703,50674.754182,-995.547521,1207.465407,4725.307024,55400.061205,9658.747005,9618.090527
2025-08-21,79876.234045,74452.668401,0.000000,5423.565644,50030.077155,48602.216219,-1427.860936,430.125796,1520.634716,50122.850935,9618.090527,9559.131579
2025-08-22,71269.037261,58577.248400,0.000000,12691.788861,45376.733372,39901.068947,-5475.664425,7.620174,16.624037,39917.692985,9559.131579,9769.034166
2025-08-23,66937.957975,57956.801354,0.000000,8981.156621,41801.233165,37883.093913,-3918.139252,29.289401,95.848084,37978.941997,9769.034166,9974.431712
2025-08-24,70415.924439,72033.882747,1633.614785,15.656478,45280.735214,46788.919570,1508.184356,1066.347616,4010.676676,50799.596246,9974.431712,9813.100820
2025-08-25,93708.630809,77085.139134,105.478944,16728.970619,59225.569786,54052.844794,-5172.724992,1165.642825,4794.949135,58847.793929,9813.100820,9708.531173
2025-08-26,73322.118263,73157.247448,223.284378,388.155192,47283.477217,47513.320821,229.843604,863.411750,3635.635397,51148.956218,9708.531173,9564.138018
2025-08-27,75375.862077,79127.178865,3757.112027,5.795239,48337.598184,51813.474978,3475.876794,155.037507,652.426266,52465.901245,9564.138018,9444.284147
2025-08-28,75297.963441,78760.428909,3581.518439,119.052971,47401.040996,50992.373486,3591.332490,986.384003,3626.510071,54618.883556,9444.284147,9380.994640
2025-08-29,78824.459162,59821.456240,0.000000,19003.002921,49329.255083,42364.719922,-6964.535161,0.000000,0.000000,42364.719922,9380.994640,9546.773213
2025-08-30,70819.280044,57780.827413,0.000000,13038.452631,45004.007585,39499.635103,-5504.372482,32.943296,69.740204,39569.375307,9546.773213,9637.814015
2025-08-31,70014.289100,72129.931791,2121.990269,6.347579,44990.616575,46529.973382,1539.356807,1880.753223,7532.290182,54062.263564,9637.814015,9536.040314
2025-09-01,81040.775527,71012.096417,0.000000,10028.679110,50501.159586,47820.447210,-2680.712377,150.164665,575.192701,48395.639911,9536.040314,9489.580221
2025-09-02,71083.912434,70544.339362,1209.156548,1748.729621,44739.467797,45286.169129,546.701332,61.668923,321.467221,45607.636350,9489.580221,9436.201269
2025-09-03,75545.540600,69903.243075,0.000000,5642.297524,47567.193819,45999.818159,-1567.375661,81.127289,317.164261,46316.982420,9436.201269,9415.977269
2025-09-04,73270.762625,68607.365036,0.000000,4663.397589,46939.472529,45458.460286,-1481.012242,530.216822,1635.514326,47093.974613,9415.977269,9377.059679
2025-09-05,61692.145191,51270.761343,0.000000,10421.383848,39844.301306,34842.601897,-5001.699409,0.000000,0.000000,34842.601897,9377.059679,9540.708018
2025-09-06,60076.359692,50893.832633,0.000000,9182.527059,38243.083767,33839.808451,-4403.275315,0.000000,0.000000,33839.808451,9540.708018,9624.037601
2025-09-07,63491.904560,66914.871311,3447.763110,24.796358,40389.410639,42883.050130,2493.639491,408.246186,2010.764303,44893.814433,9624.037601,9500.751620
2025-09-08,71759.294281,70878.858147,2107.066609,2987.502744,44368.149331,45798.817153,1430.667823,253.460421,996.804132,46795.621285,9500.751620,9366.000734
2025-09-09,61700.376121,62873.355252,1232.385706,59.406576,39233.830320,40550.183242,1316.352921,620.226512,2467.835736,43018.018977,9366.000734,9256.573633
2025-09-10,74478.229498,70611.604860,653.438564,4520.063202,46019.687952,45399.443909,-620.244044,510.013648,2106.068596,47505.512505,9256.573633,9166.033263
2025-09-11,73674.738405,64529.213822,0.110995,9145.635579,46025.914192,43438.312843,-2587.601350,317.046835,1182.524660,44620.837503,9166.033263,9062.176451
2025-09-12,59327.773740,50866.901378,0.000000,8460.872361,37313.548104,33248.533452,-4065.014652,0.000000,0.000000,33248.533452,9062.176451,9350.154705
2025-09-13,56543.532823,48568.398778,0.000000,7975.134045,35466.084775,31636.565530,-3829.519245,0.000000,0.000000,31636.565530,9350.154705,9619.194654
2025-09-14,72316.456310,68302.376639,1025.908044,5039.987715,44896.168796,44544.358713,-351.810082,397.257040,1281.454959,45825.813672,9619.194654,9373.078411
2025-09-15,60067.363757,61856.835946,1789.472189,0.000000,37767.395209,39868.050804,2100.655595,1389.902495,5466.086673,45334.137477,9373.078411,9129.056416
2025-09-16,73352.291356,67492.778207,443.070834,6302.583982,44958.875990,43826.308980,-1132.567011,775.214893,2373.728141,46200.037121,9129.056416,8893.904254
2025-09-17,69722.083228,66328.416982,499.551552,3893.217799,43703.347239,42927.596352,-775.750887,1129.743668,4054.433515,46982.029867,8893.904254,8766.977460
2025-09-18,62486.555449,68725.343739,6290.664041,51.875751,39359.755478,44348.732835,4988.977357,351.856681,1684.020958,46032.753793,8766.977460,8628.698435
2025-09-19,62511.800893,50454.565808,0.000000,12057.235086,38383.213261,33487.123135,-4896.090126,0.000000,0.000000,33487.123135,8628.698435,8962.107329
2025-09-20,56976.746389,47901.917476,0.000000,9074.828913,35431.869749,31220.726299,-4211.143450,26.487316,56.593426,31277.319725,8962.107329,9207.614258
2025-09-21,65591.069245,65388.862334,950.726622,1152.933532,40126.722137,41409.891621,1283.169484,1077.611325,3940.483263,45350.374884,9207.614258,8870.911918
2025-09-22,70600.948910,64021.982592,428.160114,7007.126431,43657.972661,42224.483290,-1433.489371,2632.463916,9560.459261,51784.942552,8870.911918,8624.614006
2025-09-23,70258.531715,67759.797826,286.988339,2785.722228,43454.501255,43176.108476,-278.392779,1089.964855,4388.771762,47564.880238,8624.614006,8394.130085
2025-09-24,61613.151541,67155.933519,5542.781978,0.000000,38860.645397,43908.610346,5047.964949,1039.172814,3131.966332,47040.576678,8394.130085,8140.518449
2025-09-25,68450.408983,69043.143624,1472.975009,880.240367,42678.969090,43643.890397,964.921307,1163.062414,4230.041919,47873.932315,8140.518449,8023.076680
2025-09-26,68908.073971,49517.834812,0.000000,19390.239160,42116.825729,34998.754221,-7118.071508,0.000000,0.000000,34998.754221,8023.076680,8385.252727
2025-09-27,55126.159564,48019.907925,0.000000,7106.251639,34072.309602,30669.488546,-3402.821056,112.937593,241.024836,30910.513382,8385.252727,8711.818460
2025-09-28,63454.990842,68930.511459,5475.520617,0.000000,38981.845444,44171.307567,5189.462123,1769.306421,6598.786043,50770.093610,8711.818460,8449.840279
2025-09-29,68370.773699,64449.035626,389.483918,4311.221991,42348.449381,41786.704785,-561.744596,3795.706361,14809.584710,56596.289495,8449.840279,8198.955735
2025-09-30,68601.061839,71017.750359,2461.448016,44.759496,42905.018359,45531.929200,2626.910840,1702.801312,6537.647154,52069.576353,8198.955735,7965.396518
2025-10-01,66771.099060,62193.727323,225.744076,4803.115813,41072.597304,40251.096360,-821.500943,158.943255,474.749990,40725.846350,7965.396518,7793.164071
2025-10-02,74510.449141,63599.319059,179.510916,11090.640998,46414.860189,43222.541949,-3192.318240,230.231574,717.396713,43939.938662,7793.164071,7604.083905
2025-10-03,58221.961149,49076.177991,0.000000,9145.783158,35310.940293,31320.080203,-3990.860091,0.000000,0.000000,31320.080203,7604.083905,8056.845143
2025-10-04,68154.708090,48522.861906,0.000000,19631.846184,41004.347684,33974.670341,-7029.677343,45.343359,150.020374,34124.690715,8056.845143,8389.988104
2025-10-05,68357.994913,61132.597227,915.691804,8141.089490,41493.199185,40542.986304,-950.212881,1222.515043,4111.654825,44654.641129,8389.988104,8141.244946
2025-10-06,59373.059986,64097.561264,4724.501279,0.000000,36716.378911,41128.352200,4411.973289,699.927703,2738.504489,43866.856689,8141.244946,7837.863351
2025-10-07,64611.120881,66851.107367,2728.076747,488.090261,39339.076371,42420.676492,3081.600121,193.692752,497.940040,42918.616532,7837.863351,7626.260868
2025-10-08,63251.413985,63313.239116,404.455836,342.630705,38677.587736,39107.729560,430.141823,677.987081,2846.480898,41954.210458,7626.260868,7457.590962
2025-10-09,74360.353121,62021.025461,0.000000,12339.327660,45772.817769,41996.101801,-3776.715967,811.835924,3649.524797,45645.626598,7457.590962,7348.009072
2025-10-10,64716.065885,48608.378005,0.000000,16107.687880,39139.367328,32935.490851,-6203.876478,0.000000,0.000000,32935.490851,7348.009072,7791.531540
2025-10-11,63265.912991,47934.759175,0.000000,15331.153816,37885.325091,32064.750158,-5820.574933,63.108269,144.688022,32209.438180,7791.531540,8205.840056
2025-10-12,62993.650258,63675.749981,1323.342622,641.242899,37906.866536,39738.634553,1831.768017,1689.253253,7493.531256,47232.165809,8205.840056,7898.122338
2025-10-13,66758.564408,62320.713675,1267.446404,5705.297137,40322.620174,40494.654303,172.034129,1342.879383,5800.333735,46294.988038,7898.122338,7678.085380
2025-10-14,70505.225779,66144.520179,1074.680465,5435.386065,42975.164510,42977.448919,2.284408,1607.191078,5765.487224,48742.936142,7678.085380,7473.352992
2025-10-15,74488.258928,67282.823272,11.810166,7217.245821,45676.133128,43359.831477,-2316.301651,1090.570941,4057.592818,47417.424296,7473.352992,7364.171715
2025-10-16,71332.243498,71567.041035,1021.121805,786.324268,43937.544012,44999.109152,1061.565139,371.983011,1358.454143,46357.563295,7364.171715,7194.267695
2025-10-17,55403.990298,48807.819447,0.000000,6596.170851,33343.317383,30071.661074,-3271.656309,0.000000,0.000000,30071.661074,7194.267695,7643.002929
2025-10-18,64444.623880,48989.178323,0.000000,15455.445556,38328.486733,32471.310542,-5857.176191,20.308602,43.392248,32514.702789,7643.002929,8070.461590
2025-10-19,67878.951540,67825.090942,1013.825880,1067.686478,41497.201622,42420.000022,922.798400,1666.987065,7213.174550,49633.174572,8070.461590,7804.193705
2025-10-20,73675.577539,71249.949661,398.631327,2824.259205,45590.598391,45264.016834,-326.581557,639.597340,2908.521548,48172.538382,7804.193705,7547.978380
2025-10-21,73768.569770,74246.741422,1519.463606,1041.291953,45214.704497,46587.919562,1373.215065,393.235449,1260.554677,47848.474239,7547.978380,7341.124401
2025-10-22,72116.437122,72648.873839,907.028463,374.591746,44632.274188,45269.442105,637.167918,486.365807,2083.633976,47353.076081,7341.124401,7222.562087
2025-10-23,83406.497393,69702.243564,448.242724,14152.496552,51809.742049,47771.886289,-4037.855760,993.485811,4336.040173,52107.926462,7222.562087,7121.669931
2025-10-24,64630.641662,49973.558545,0.000000,14657.083117,39269.258961,33413.248105,-5856.010857,56.419579,123.078872,33536.326976,7121.669931,7642.404295
2025-10-25,67601.389009,48768.151686,0.000000,18833.237323,40472.545369,33561.134320,-6911.411049,0.000000,0.000000,33561.134320,7642.404295,8067.015180
2025-10-26,72700.363159,67973.355799,1991.166159,6718.173519,44550.821066,44708.570120,157.749054,2024.167833,7850.848379,52559.418499,8067.015180,7834.921230
2025-10-27,67030.672007,71748.867961,4718.396244,0.200290,41331.676400,45944.691865,4613.015465,585.503262,2593.453077,48538.144942,7834.921230,7628.453401
2025-10-28,68377.084650,72165.459016,3861.881677,73.507311,42447.556524,46120.448459,3672.891935,677.639881,2766.413951,48886.862410,7628.453401,7459.481146
2025-10-29,78101.978091,77537.578372,332.224663,896.624381,48261.505341,48456.598546,195.093204,297.369245,1431.544950,49888.143496,7459.481146,7323.384081
2025-10-30,70319.737410,70553.279336,1352.745922,1119.203996,43647.319809,44668.964201,1021.644392,1013.305597,4412.563675,49081.527876,7323.384081,7269.798594
2025-10-31,73313.272965,54350.688353,0.000000,18962.584612,44730.818409,37371.817090,-7359.001319,34.610925,76.697809,37448.514899,7269.798594,7758.114613
2025-11-01,65937.094116,52106.049132,0.000000,13831.044985,39759.566582,34161.396912,-5598.169670,22.090136,47.210938,34208.607850,7758.114613,8209.997319
2025-11-02,72375.564101,75113.894808,3041.671766,303.341058,44592.376626,47953.433910,3361.057284,906.362010,3814.845867,51768.279778,8209.997319,7975.986859
2025-11-03,79021.955926,75155.980063,244.258911,4110.234773,48657.085483,47747.624654,-909.460829,852.420208,3202.585126,50950.209780,7975.986859,7814.517050
2025-11-04,73863.547670,74954.743165,1205.423325,114.227829,45790.668403,46986.594155,1195.925752,837.919316,3827.535397,50814.129552,7814.517050,7723.407578
2025-11-05,83326.542866,76931.867478,61.870115,6456.545502,52019.514094,49925.224944,-2094.289150,386.308471,1435.213823,51360.438767,7723.407578,7622.576230
2025-11-06,78994.410989,79973.639248,1379.051174,399.822915,49180.623545,50834.019224,1653.395679,404.598435,1477.232430,52311.251653,7622.576230,7547.747212
2025-11-07,70447.327924,58133.603068,0.000000,12313.724855,43357.375877,38204.973458,-5152.402419,0.000000,0.000000,38204.973458,7547.747212,8026.737003
2025-11-08,71853.368365,52335.435948,0.000000,19517.932417,43835.913386,36438.026223,-7397.887163,8.399135,17.957350,36455.983572,8026.737003,8369.754398
2025-11-09,76803.136323,76640.575636,688.892065,851.452751,47445.792505,48153.651697,707.859192,1119.278263,4420.254277,52573.905974,8369.754398,8198.664270
2025-11-10,78811.631477,82134.395801,3415.962663,93.198339,48987.879267,52770.133123,3782.253856,455.054796,1552.003303,54322.136425,8198.664270,7958.383393
2025-11-11,82576.590043,78914.447189,188.211224,3850.354078,51943.162652,50889.426598,-1053.736054,311.557960,1117.444646,52006.871244,7958.383393,7814.834973
2025-11-12,80067.995758,79571.079068,1073.346112,1570.262802,50002.702827,50751.783283,749.080456,255.142281,1223.249322,51975.032604,7814.834973,7728.278814
2025-11-13,78888.995145,79952.667408,2188.980478,1125.308214,49654.738694,51528.608541,1873.869848,420.445110,1415.265109,52943.873651,7728.278814,7607.310115
2025-11-14,74395.091740,55006.637360,0.000000,19388.454381,45525.152697,38180.110831,-7345.041866,74.250470,162.391104,38342.501935,7607.310115,8101.147256
2025-11-15,77618.081570,55376.949851,0.000000,22241.131719,47901.040870,39409.927681,-8491.113189,93.713312,306.900287,39716.827968,8101.147256,8473.922157
2025-11-16,77273.560082,81464.039758,4321.630886,131.151210,48020.984793,53268.861246,5247.876454,739.427485,2350.339770,55619.201016,8473.922157,8178.979137
2025-11-17,75745.990001,80872.959394,5127.232288,0.262895,47302.313220,52534.290900,5231.977680,450.237043,1582.909006,54117.199906,8178.979137,8025.837739
2025-11-18,81505.199959,80768.758300,133.805804,870.247463,50952.944774,50888.112325,-64.832449,921.684611,3679.736854,54567.849179,8025.837739,7899.122912
2025-11-19,81762.729411,85081.375232,3405.126897,86.481077,51350.186130,55175.295130,3825.109000,220.056628,732.495794,55907.790924,7899.122912,7769.588951
2025-11-20,82612.425140,82513.767389,155.565158,254.222908,51922.551371,51974.453969,51.902598,432.222698,1853.678655,53828.132623,7769.588951,7717.581885
2025-11-21,75886.992680,59924.991254,0.000000,15962.001426,46787.892962,40469.888658,-6318.004304,133.693959,284.519493,40754.408150,7717.581885,8222.281115
2025-11-22,80254.375136,58339.286973,0.000000,21915.088163,49727.545833,41463.558477,-8263.987356,14.145060,39.035206,41502.593683,8222.281115,8569.114748
2025-11-23,78868.339229,81708.994476,2893.077161,52.421914,49162.185080,52787.685254,3625.500174,580.156834,1949.772084,54737.457338,8569.114748,8379.342573
2025-11-24,79393.905474,79661.690817,880.540423,612.755080,49665.200813,50434.788302,769.587489,1089.241209,4280.660520,54715.448821,8379.342573,8242.293322
2025-11-25,92034.366617,84104.463322,208.103629,8138.006924,58668.696395,56109.296441,-2559.399955,340.225769,1172.592865,57281.889305,8242.293322,8109.331046
2025-11-26,87856.920841,85719.291422,435.255940,2572.885358,55429.144753,55137.023977,-292.120776,369.403325,1470.670390,56607.694367,8109.331046,8030.195759
2025-11-27,86326.937774,85764.972094,165.684726,727.650406,54637.831205,54502.277155,-135.554051,204.533517,891.184354,55393.461509,8030.195759,7957.172466
2025-11-28,79227.255779,59997.523408,0.000000,19229.732371,49340.746674,41777.564184,-7563.182490,170.542877,378.457945,42156.022130,7957.172466,8354.214934
2025-11-29,87069.490946,62079.678436,0.000000,24989.812510,54217.898019,44612.930197,-9604.967823,130.339273,280.755224,44893.685421,8354.214934,8732.715524
2025-11-30,84577.421746,86955.821014,2764.500588,386.101320,52818.020494,56237.069388,3419.048894,600.182020,2568.440582,58805.509971,8732.715524,8512.208916
2025-12-01,89286.454459,90406.201346,1959.585867,839.838981,56822.500173,59671.763829,2849.263656,3624.324425,11734.237476,71406.001305,8512.208916,8087.064812
2025-12-02,94535.512224,94214.538899,1806.483148,2127.456473,60344.297405,62465.279520,2120.982116,1991.154234,5662.584661,68127.864182,8087.064812,7772.125270
2025-12-03,86476.202802,94254.212567,7778.009765,0.000000,54848.563920,63446.048462,8597.484542,1319.797232,3464.842010,66910.890472,7772.125270,7512.043892
2025-12-04,96055.053162,93658.888983,1400.681618,3796.845797,61962.678256,62664.805567,702.127311,1666.790743,5167.977373,67832.782940,7512.043892,7247.009829
2025-12-05,88117.188707,69907.221491,0.000000,18209.967216,55711.492671,48392.649672,-7318.842999,68.239526,152.538921,48545.188593,7247.009829,7699.167576
2025-12-06,88308.368093,70719.649048,0.000000,17588.719045,55522.614910,48447.021641,-7075.593268,68.649939,150.201871,48597.223512,7699.167576,8095.018048
2025-12-07,95622.669079,92514.997876,1268.078273,4375.749476,61063.151608,61656.473383,593.321775,2339.792388,7249.500192,68905.973575,8095.018048,7755.151052
2025-12-08,97666.026887,96493.172776,686.952129,1859.806240,62623.151926,63137.404728,514.252802,544.205212,1574.501228,64711.905955,7755.151052,7535.346416
2025-12-09,98234.636805,94284.122813,350.249361,4300.763353,63164.651201,62148.900160,-1015.751041,684.963384,2846.736379,64995.636540,7535.346416,7372.723960
2025-12-10,95852.893878,96303.434968,1399.894871,949.353781,61387.547202,62610.194329,1222.647127,406.581591,1478.298931,64088.493260,7372.723960,7245.112295
2025-12-11,100673.047913,95138.034866,20.000163,5555.013210,64818.115030,62793.140019,-2024.975011,308.802270,1299.039868,64092.179887,7245.112295,7162.296017
2025-12-12,92629.179032,74765.750782,0.000000,17863.428249,58426.277883,50953.882703,-7472.395179,61.977392,139.100383,51092.983086,7162.296017,7684.004723
2025-12-13,91027.450313,70905.480202,0.000000,20121.970111,57433.199954,49179.856859,-8253.343094,1.899902,4.061990,49183.918849,7684.004723,8146.329130
2025-12-14,91863.322570,95114.497580,3369.262954,118.087944,58203.334417,61807.932148,3604.597731,1015.571421,4621.629173,66429.561321,8146.329130,7953.186100
2025-12-15,93803.560205,96920.222737,3348.903967,232.241436,59661.299595,63132.041985,3470.742390,454.892756,1829.071355,64961.113340,7953.186100,7795.646821
2025-12-16,100276.696476,97741.920543,402.665056,2937.440989,64840.002230,64327.183769,-512.818461,290.329985,888.660569,65215.844339,7795.646821,7588.078146
2025-12-17,102039.721027,96065.501194,0.000000,5974.219832,65904.637023,63577.493628,-2327.143395,535.948181,2187.004977,65764.498605,7588.078146,7528.948789
2025-12-18,98538.225440,96923.922887,0.000000,1614.302553,63783.057337,63135.305573,-647.751764,157.530126,450.008366,63585.313938,7528.948789,7438.460878
2025-12-19,91619.221033,71379.233359,0.000000,20239.987674,58053.783993,49605.725375,-8448.058618,281.619292,651.193638,50256.919012,7438.460878,7965.189567
2025-12-20,91675.071026,69897.919768,0.000000,21777.151258,57987.865792,49146.926735,-8840.939057,24.446310,53.302744,49200.229479,7965.189567,8352.272096
2025-12-21,96943.141879,96120.772510,1738.303357,2560.672726,61899.362935,63106.719266,1207.356331,1377.819325,4552.374000,67659.093266,8352.272096,8123.486762
2025-12-22,96075.680474,95976.691037,583.484015,682.473453,61655.162827,61812.407887,157.245060,716.895449,3215.019076,65027.426963,8123.486762,8000.274112
