时间s,最坏视线距离m,是否被遮
11.129,512.6362,0
11.130,512.9359,0
11.131,513.2356,0
11.132,513.5353,0
11.133,513.8350,0
11.134,514.1347,0
11.135,514.4344,0
11.136,514.7341,0
11.137,515.0338,0
11.138,515.3336,0
11.139,515.6333,0
11.140,515.9330,0
11.141,516.2327,0
11.142,516.5324,0
11.143,516.8321,0
11.144,517.1318,0
11.145,517.4315,0
11.146,517.7312,0
11.147,518.0309,0
11.148,518.3306,0
11.149,518.6303,0
11.150,518.9300,0
11.151,519.2297,0
11.152,519.5294,0
11.153,519.8291,0
11.154,520.1288,0
11.155,520.4285,0
11.156,520.7282,0
11.157,521.0279,0
11.158,521.3276,0
11.159,521.6273,0
11.160,521.9270,0
11.161,522.2267,0
11.162,522.5264,0
11.163,522.8262,0
11.164,523.1259,0
11.165,523.4256,0
11.166,523.7253,0
11.167,524.0250,0
11.168,524.3247,0
11.169,524.6244,0
11.170,524.9241,0
11.171,525.2238,0
11.172,525.5235,0
11.173,525.8232,0
11.174,526.1229,0
11.175,526.4226,0
11.176,526.7223,0
11.177,527.0220,0
11.178,527.3217,0
11.179,527.6214,0
11.180,527.9211,0
11.181,528.2208,0
11.182,528.5205,0
11.183,528.8202,0
11.184,529.1199,0
11.185,529.4196,0
11.186,529.7193,0
11.187,530.0191,0
11.188,530.3188,0
11.189,530.6185,0
11.190,530.9182,0
11.191,531.2179,0
11.192,531.5176,0
11.193,531.8173,0
11.194,532.1170,0
11.195,532.4167,0
11.196,532.7164,0
11.197,533.0161,0
11.198,533.3158,0
11.199,533.6155,0
11.200,533.9152,0
11.201,534.2149,0
11.202,534.5146,0
11.203,534.8143,0
11.204,535.1140,0
11.205,535.4137,0
11.206,535.7134,0
11.207,536.0131,0
11.208,536.3129,0
11.209,536.6126,0
11.210,536.9123,0
11.211,537.2120,0
11.212,537.5117,0
11.213,537.8114,0
11.214,538.1111,0
11.215,538.4108,0
11.216,538.7105,0
11.217,539.0102,0
11.218,539.3099,0
11.219,539.6096,0
11.220,539.9093,0
11.221,540.2090,0
11.222,540.5087,0
11.223,540.8084,0
11.224,541.1081,0
11.225,541.4078,0
11.226,541.7075,0
11.227,542.0072,0
11.228,542.3069,0
11.229,542.6067,0
11.230,542.9064,0
11.231,543.2061,0
11.232,543.5058,0
11.233,543.8055,0
11.234,544.1052,0
11.235,544.4049,0
11.236,544.7046,0
11.237,545.0043,0
11.238,545.3040,0
11.239,545.6037,0
11.240,545.9034,0
11.241,546.2031,0
11.242,546.5028,0
11.243,546.8025,0
11.244,547.1022,0
11.245,547.4019,0
11.246,547.7016,0
11.247,548.0013,0
11.248,548.3011,0
11.249,548.6008,0
11.250,548.9005,0
11.251,549.2002,0
11.252,549.4999,0
11.253,549.7996,0
11.254,550.0993,0
11.255,550.3990,0
11.256,550.6987,0
11.257,550.9984,0
11.258,551.2981,0
11.259,551.5978,0
11.260,551.8975,0
11.261,552.1972,0
11.262,552.4969,0
11.263,552.7966,0
11.264,553.0963,0
11.265,553.3960,0
11.266,553.6957,0
11.267,553.9955,0
11.268,554.2952,0
11.269,554.5949,0
11.270,554.8946,0
11.271,555.1943,0
11.272,555.4940,0
11.273,555.7937,0
11.274,556.0934,0
11.275,556.3931,0
11.276,556.6928,0
11.277,556.9925,0
11.278,557.2922,0
11.279,557.5919,0
11.280,557.8916,0
11.281,558.1913,0
11.282,558.4910,0
11.283,558.7907,0
11.284,559.0904,0
11.285,559.3902,0
11.286,559.6899,0
11.287,559.9896,0
11.288,560.2893,0
11.289,560.5890,0
11.290,560.8887,0
11.291,561.1884,0
11.292,561.4881,0
11.293,561.7878,0
11.294,562.0875,0
11.295,562.3872,0
11.296,562.6869,0
11.297,562.9866,0
11.298,563.2863,0
11.299,563.5860,0
11.300,563.8857,0
11.301,564.1854,0
11.302,564.4852,0
11.303,564.7849,0
11.304,565.0846,0
11.305,565.3843,0
11.306,565.6840,0
11.307,565.9837,0
11.308,566.2834,0
11.309,566.5831,0
11.310,566.8828,0
11.311,567.1825,0
11.312,567.4822,0
11.313,567.7819,0
11.314,568.0816,0
11.315,568.3813,0
11.316,568.6810,0
11.317,568.9807,0
11.318,569.2804,0
11.319,569.5802,0
11.320,569.8799,0
11.321,570.1796,0
11.322,570.4793,0
11.323,570.7790,0
11.324,571.0787,0
11.325,571.3784,0
11.326,571.6781,0
11.327,571.9778,0
11.328,572.2775,0
11.329,572.5772,0
11.330,572.8769,0
11.331,573.1766,0
11.332,573.4763,0
11.333,573.7760,0
11.334,574.0757,0
11.335,574.3755,0
11.336,574.6752,0
11.337,574.9749,0
11.338,575.2746,0
11.339,575.5743,0
11.340,575.8740,0
11.341,576.1737,0
11.342,576.4734,0
11.343,576.7731,0
11.344,577.0728,0
11.345,577.3725,0
11.346,577.6722,0
11.347,577.9719,0
11.348,578.2716,0
11.349,578.5713,0
11.350,578.8710,0
11.351,579.1708,0
11.352,579.4705,0
11.353,579.7702,0
11.354,580.0699,0
11.355,580.3696,0
11.356,580.6693,0
11.357,580.9690,0
11.358,581.2687,0
11.359,581.5684,0
11.360,581.8681,0
11.361,582.1678,0
11.362,582.4675,0
11.363,582.7672,0
11.364,583.0669,0
11.365,583.3666,0
11.366,583.6664,0
11.367,583.9661,0
11.368,584.2658,0
11.369,584.5655,0
11.370,584.8652,0
11.371,585.1649,0
11.372,585.4646,0
11.373,585.7643,0
11.374,586.0640,0
11.375,586.3637,0
11.376,586.6634,0
11.377,586.9631,0
11.378,587.2628,0
11.379,587.5625,0
11.380,587.8622,0
11.381,588.1620,0
11.382,588.4617,0
11.383,588.7614,0
11.384,589.0611,0
11.385,589.3608,0
11.386,589.6605,0
11.387,589.9602,0
11.388,590.2599,0
11.389,590.5596,0
11.390,590.8593,0
11.391,591.1590,0
11.392,591.4587,0
11.393,591.7584,0
11.394,592.0581,0
11.395,592.3578,0
11.396,592.6576,0
11.397,592.9573,0
11.398,593.2570,0
11.399,593.5567,0
11.400,593.8564,0
11.401,594.1561,0
11.402,594.4558,0
11.403,594.7555,0
11.404,595.0552,0
11.405,595.3549,0
11.406,595.6546,0
11.407,595.9543,0
11.408,596.2540,0
11.409,596.5537,0
11.410,596.8535,0
11.411,597.1532,0
11.412,597.4529,0
11.413,597.7526,0
11.414,598.0523,0
11.415,598.3520,0
11.416,598.6517,0
11.417,598.9514,0
11.418,599.2511,0
11.419,599.5508,0
11.420,599.8505,0
11.421,600.1502,0
11.422,600.4499,0
11.423,600.7496,0
11.424,601.0493,0
11.425,601.3491,0
11.426,601.6488,0
11.427,601.9485,0
11.428,602.2482,0
11.429,602.5479,0
11.430,602.8476,0
11.431,603.1473,0
11.432,603.4470,0
11.433,603.7467,0
11.434,604.0464,0
11.435,604.3461,0
11.436,604.6458,0
11.437,604.9455,0
11.438,605.2453,0
11.439,605.5450,0
11.440,605.8447,0
11.441,606.1444,0
11.442,606.4441,0
11.443,606.7438,0
11.444,607.0435,0
11.445,607.3432,0
11.446,607.6429,0
11.447,607.9426,0
11.448,608.2423,0
11.449,608.5420,0
11.450,608.8417,0
11.451,609.1414,0
11.452,609.4412,0
11.453,609.7409,0
11.454,610.0406,0
11.455,610.3403,0
11.456,610.6400,0
11.457,610.9397,0
11.458,611.2394,0
11.459,611.5391,0
11.460,611.8388,0
11.461,612.1385,0
11.462,612.4382,0
11.463,612.7379,0
11.464,613.0376,0
11.465,613.3373,0
11.466,613.6371,0
11.467,613.9368,0
11.468,614.2365,0
11.469,614.5362,0
11.470,614.8359,0
11.471,615.1356,0
11.472,615.4353,0
11.473,615.7350,0
11.474,616.0347,0
11.475,616.3344,0
11.476,616.6341,0
11.477,616.9338,0
11.478,617.2335,0
11.479,617.5333,0
11.480,617.8330,0
11.481,618.1327,0
11.482,618.4324,0
11.483,618.7321,0
11.484,619.0318,0
11.485,619.3315,0
11.486,619.6312,0
11.487,619.9309,0
11.488,620.2306,0
11.489,620.5303,0
11.490,620.8300,0
11.491,621.1297,0
11.492,621.4295,0
11.493,621.7292,0
11.494,622.0289,0
11.495,622.3286,0
11.496,622.6283,0
11.497,622.9280,0
11.498,623.2277,0
11.499,623.5274,0
11.500,623.8271,0
11.501,624.1268,0
11.502,624.4265,0
11.503,624.7262,0
11.504,625.0259,0
11.505,625.3257,0
11.506,625.6254,0
11.507,625.9251,0
11.508,626.2248,0
11.509,626.5245,0
11.510,626.8242,0
11.511,627.1239,0
11.512,627.4236,0
11.513,627.7233,0
11.514,628.0230,0
11.515,628.3227,0
11.516,628.6224,0
11.517,628.9222,0
11.518,629.2219,0
11.519,629.5216,0
11.520,629.8213,0
11.521,630.1210,0
11.522,630.4207,0
11.523,630.7204,0
11.524,631.0201,0
11.525,631.3198,0
11.526,631.6195,0
11.527,631.9192,0
11.528,632.2189,0
11.529,632.5186,0
11.530,632.8184,0
11.531,633.1181,0
11.532,633.4178,0
11.533,633.7175,0
11.534,634.0172,0
11.535,634.3169,0
11.536,634.6166,0
11.537,634.9163,0
11.538,635.2160,0
11.539,635.5157,0
11.540,635.8154,0
11.541,636.1151,0
11.542,636.4149,0
11.543,636.7146,0
11.544,637.0143,0
11.545,637.3140,0
11.546,637.6137,0
11.547,637.9134,0
11.548,638.2131,0
11.549,638.5128,0
11.550,638.8125,0
11.551,639.1122,0
11.552,639.4119,0
11.553,639.7116,0
11.554,640.0113,0
11.555,640.3111,0
11.556,640.6108,0
11.557,640.9105,0
11.558,641.2102,0
11.559,641.5099,0
11.560,641.8096,0
11.561,642.1093,0
11.562,642.4090,0
11.563,642.7087,0
11.564,643.0084,0
11.565,643.3081,0
11.566,643.6078,0
11.567,643.9076,0
11.568,644.2073,0
11.569,644.5070,0
11.570,644.8067,0
11.571,645.1064,0
11.572,645.4061,0
11.573,645.7058,0
11.574,646.0055,0
11.575,646.3052,0
11.576,646.6049,0
11.577,646.9046,0
11.578,647.2043,0
11.579,647.5041,0
11.580,647.8038,0
11.581,648.1035,0
11.582,648.4032,0
11.583,648.7029,0
11.584,649.0026,0
11.585,649.3023,0
11.586,649.6020,0
11.587,649.9017,0
11.588,650.2014,0
11.589,650.5011,0
11.590,650.8008,0
11.591,651.1006,0
11.592,651.4003,0
11.593,651.7000,0
11.594,651.9997,0
11.595,652.2994,0
11.596,652.5991,0
11.597,652.8988,0
11.598,653.1985,0
11.599,653.4982,0
11.600,653.7979,0
11.601,654.0976,0
11.602,654.3974,0
11.603,654.6971,0
11.604,654.9968,0
11.605,655.2965,0
11.606,655.5962,0
11.607,655.8959,0
11.608,656.1956,0
11.609,656.4953,0
11.610,656.7950,0
11.611,657.0947,0
11.612,657.3944,0
11.613,657.6941,0
11.614,657.9939,0
11.615,658.2936,0
11.616,658.5933,0
11.617,658.8930,0
11.618,659.1927,0
11.619,659.4924,0
11.620,659.7921,0
11.621,660.0918,0
11.622,660.3915,0
11.623,660.6912,0
11.624,660.9909,0
11.625,661.2907,0
11.626,661.5904,0
11.627,661.8901,0
11.628,662.1898,0
11.629,662.4895,0
11.630,662.7892,0
11.631,663.0889,0
11.632,663.3886,0
11.633,663.6883,0
11.634,663.9880,0
11.635,664.2877,0
11.636,664.5874,0
11.637,664.8872,0
11.638,665.1869,0
11.639,665.4866,0
11.640,665.7863,0
11.641,666.0860,0
11.642,666.3857,0
11.643,666.6854,0
11.644,666.9851,0
11.645,667.2848,0
11.646,667.5845,0
11.647,667.8842,0
11.648,668.1840,0
11.649,668.4837,0
11.650,668.7834,0
11.651,669.0831,0
11.652,669.3828,0
11.653,669.6825,0
11.654,669.9822,0
11.655,670.2819,0
11.656,670.5816,0
11.657,670.8813,0
11.658,671.1810,0
11.659,671.4808,0
11.660,671.7805,0
11.661,672.0802,0
11.662,672.3799,0
11.663,672.6796,0
11.664,672.9793,0
11.665,673.2790,0
11.666,673.5787,0
11.667,673.8784,0
11.668,674.1781,0
11.669,674.4778,0
11.670,674.7776,0
11.671,675.0773,0
11.672,675.3770,0
11.673,675.6767,0
11.674,675.9764,0
11.675,676.2761,0
11.676,676.5758,0
11.677,676.8755,0
11.678,677.1752,0
11.679,677.4749,0
11.680,677.7746,0
11.681,678.0744,0
11.682,678.3741,0
11.683,678.6738,0
11.684,678.9735,0
11.685,679.2732,0
11.686,679.5729,0
11.687,679.8726,0
11.688,680.1723,0
11.689,680.4720,0
11.690,680.7717,0
11.691,681.0714,0
11.692,681.3712,0
11.693,681.6709,0
11.694,681.9706,0
11.695,682.2703,0
11.696,682.5700,0
11.697,682.8697,0
11.698,683.1694,0
11.699,683.4691,0
11.700,683.7688,0
11.701,684.0685,0
11.702,684.3682,0
11.703,684.6680,0
11.704,684.9677,0
11.705,685.2674,0
11.706,685.5671,0
11.707,685.8668,0
11.708,686.1665,0
11.709,686.4662,0
11.710,686.7659,0
11.711,687.0656,0
11.712,687.3653,0
11.713,687.6650,0
11.714,687.9648,0
11.715,688.2645,0
11.716,688.5642,0
11.717,688.8639,0
11.718,689.1636,0
11.719,689.4633,0
11.720,689.7630,0
11.721,690.0627,0
11.722,690.3624,0
11.723,690.6621,0
11.724,690.9618,0
11.725,691.2616,0
11.726,691.5613,0
11.727,691.8610,0
11.728,692.1607,0
11.729,692.4604,0
11.730,692.7601,0
11.731,693.0598,0
11.732,693.3595,0
11.733,693.6592,0
11.734,693.9589,0
11.735,694.2587,0
11.736,694.5584,0
11.737,694.8581,0
11.738,695.1578,0
11.739,695.4575,0
11.740,695.7572,0
11.741,696.0569,0
11.742,696.3566,0
11.743,696.6563,0
11.744,696.9560,0
11.745,697.2557,0
11.746,697.5555,0
11.747,697.8552,0
11.748,698.1549,0
11.749,698.4546,0
11.750,698.7543,0
11.751,699.0540,0
11.752,699.3537,0
11.753,699.6534,0
11.754,699.9531,0
11.755,700.2528,0
11.756,700.5526,0
11.757,700.8523,0
11.758,701.1520,0
11.759,701.4517,0
11.760,701.7514,0
11.761,702.0511,0
11.762,702.3508,0
11.763,702.6505,0
11.764,702.9502,0
11.765,703.2499,0
11.766,703.5496,0
11.767,703.8494,0
11.768,704.1491,0
11.769,704.4488,0
11.770,704.7485,0
11.771,705.0482,0
11.772,705.3479,0
11.773,705.6476,0
11.774,705.9473,0
11.775,706.2470,0
11.776,706.5467,0
11.777,706.8465,0
11.778,707.1462,0
11.779,707.4459,0
11.780,707.7456,0
11.781,708.0453,0
11.782,708.3450,0
11.783,708.6447,0
11.784,708.9444,0
11.785,709.2441,0
11.786,709.5438,0
11.787,709.8435,0
11.788,710.1433,0
11.789,710.4430,0
11.790,710.7427,0
11.791,711.0424,0
11.792,711.3421,0
11.793,711.6418,0
11.794,711.9415,0
11.795,712.2412,0
11.796,712.5409,0
11.797,712.8406,0
11.798,713.1404,0
11.799,713.4401,0
11.800,713.7398,0
11.801,714.0395,0
11.802,714.3392,0
11.803,714.6389,0
11.804,714.9386,0
11.805,715.2383,0
11.806,715.5380,0
11.807,715.8377,0
11.808,716.1375,0
11.809,716.4372,0
11.810,716.7369,0
11.811,717.0366,0
11.812,717.3363,0
11.813,717.6360,0
11.814,717.9357,0
11.815,718.2354,0
11.816,718.5351,0
11.817,718.8348,0
11.818,719.1346,0
11.819,719.4343,0
11.820,719.7340,0
11.821,720.0337,0
11.822,720.3334,0
11.823,720.6331,0
11.824,720.9328,0
11.825,721.2325,0
11.826,721.5322,0
11.827,721.8319,0
11.828,722.1317,0
11.829,722.4314,0
11.830,722.7311,0
11.831,723.0308,0
11.832,723.3305,0
11.833,723.6302,0
11.834,723.9299,0
11.835,724.2296,0
11.836,724.5293,0
11.837,724.8290,0
11.838,725.1288,0
11.839,725.4285,0
11.840,725.7282,0
11.841,726.0279,0
11.842,726.3276,0
11.843,726.6273,0
11.844,726.9270,0
11.845,727.2267,0
11.846,727.5264,0
11.847,727.8261,0
11.848,728.1259,0
11.849,728.4256,0
11.850,728.7253,0
11.851,729.0250,0
11.852,729.3247,0
11.853,729.6244,0
11.854,729.9241,0
11.855,730.2238,0
11.856,730.5235,0
11.857,730.8232,0
11.858,731.1230,0
11.859,731.4227,0
11.860,731.7224,0
11.861,732.0221,0
11.862,732.3218,0
11.863,732.6215,0
11.864,732.9212,0
11.865,733.2209,0
11.866,733.5206,0
11.867,733.8203,0
11.868,734.1201,0
11.869,734.4198,0
11.870,734.7195,0
11.871,735.0192,0
11.872,735.3189,0
11.873,735.6186,0
11.874,735.9183,0
11.875,736.2180,0
11.876,736.5177,0
11.877,736.8174,0
11.878,737.1172,0
11.879,737.4169,0
11.880,737.7166,0
11.881,738.0163,0
11.882,738.3160,0
11.883,738.6157,0
11.884,738.9154,0
11.885,739.2151,0
11.886,739.5148,0
11.887,739.8146,0
11.888,740.1143,0
11.889,740.4140,0
11.890,740.7137,0
11.891,741.0134,0
11.892,741.3131,0
11.893,741.6128,0
11.894,741.9125,0
11.895,742.2122,0
11.896,742.5119,0
11.897,742.8117,0
11.898,743.1114,0
11.899,743.4111,0
11.900,743.7108,0
11.901,744.0105,0
11.902,744.3102,0
11.903,744.6099,0
11.904,744.9096,0
11.905,745.2093,0
11.906,745.5090,0
11.907,745.8088,0
11.908,746.1085,0
11.909,746.4082,0
11.910,746.7079,0
11.911,747.0076,0
11.912,747.3073,0
11.913,747.6070,0
11.914,747.9067,0
11.915,748.2064,0
11.916,748.5062,0
11.917,748.8059,0
11.918,749.1056,0
11.919,749.4053,0
11.920,749.7050,0
11.921,750.0047,0
11.922,750.3044,0
11.923,750.6041,0
11.924,750.9038,0
11.925,751.2035,0
11.926,751.5033,0
11.927,751.8030,0
11.928,752.1027,0
11.929,752.4024,0
11.930,752.7021,0
11.931,753.0018,0
11.932,753.3015,0
11.933,753.6012,0
11.934,753.9009,0
11.935,754.2006,0
11.936,754.5004,0
11.937,754.8001,0
11.938,755.0998,0
11.939,755.3995,0
11.940,755.6992,0
11.941,755.9989,0
11.942,756.2986,0
11.943,756.5983,0
11.944,756.8980,0
11.945,757.1978,0
11.946,757.4975,0
11.947,757.7972,0
11.948,758.0969,0
11.949,758.3966,0
11.950,758.6963,0
11.951,758.9960,0
11.952,759.2957,0
11.953,759.5954,0
11.954,759.8951,0
11.955,760.1949,0
11.956,760.4946,0
11.957,760.7943,0
11.958,761.0940,0
11.959,761.3937,0
11.960,761.6934,0
11.961,761.9931,0
11.962,762.2928,0
11.963,762.5925,0
11.964,762.8923,0
11.965,763.1920,0
11.966,763.4917,0
11.967,763.7914,0
11.968,764.0911,0
11.969,764.3908,0
11.970,764.6905,0
11.971,764.9902,0
11.972,765.2899,0
11.973,765.5897,0
11.974,765.8894,0
11.975,766.1891,0
11.976,766.4888,0
11.977,766.7885,0
11.978,767.0882,0
11.979,767.3879,0
11.980,767.6876,0
11.981,767.9873,0
11.982,768.2870,0
11.983,768.5868,0
11.984,768.8865,0
11.985,769.1862,0
11.986,769.4859,0
11.987,769.7856,0
11.988,770.0853,0
11.989,770.3850,0
11.990,770.6847,0
11.991,770.9844,0
11.992,771.2842,0
11.993,771.5839,0
11.994,771.8836,0
11.995,772.1833,0
11.996,772.4830,0
11.997,772.7827,0
11.998,773.0824,0
11.999,773.3821,0
12.000,773.6818,0
12.001,773.9816,0
12.002,774.2813,0
12.003,774.5810,0
12.004,774.8807,0
12.005,775.1804,0
12.006,775.4801,0
12.007,775.7798,0
12.008,776.0795,0
12.009,776.3792,0
12.010,776.6789,0
12.011,776.9787,0
12.012,777.2784,0
12.013,777.5781,0
12.014,777.8778,0
12.015,778.1775,0
12.016,778.4772,0
12.017,778.7769,0
12.018,779.0766,0
12.019,779.3763,0
12.020,779.6761,0
12.021,779.9758,0
12.022,780.2755,0
12.023,780.5752,0
12.024,780.8749,0
12.025,781.1746,0
12.026,781.4743,0
12.027,781.7740,0
12.028,782.0737,0
12.029,782.3735,0
12.030,782.6732,0
12.031,782.9729,0
12.032,783.2726,0
12.033,783.5723,0
12.034,783.8720,0
12.035,784.1717,0
12.036,784.4714,0
12.037,784.7711,0
12.038,785.0709,0
12.039,785.3706,0
12.040,785.6703,0
12.041,785.9700,0
12.042,786.2697,0
12.043,786.5694,0
12.044,786.8691,0
12.045,787.1688,0
12.046,787.4685,0
12.047,787.7683,0
12.048,788.0680,0
12.049,788.3677,0
12.050,788.6674,0
12.051,788.9671,0
12.052,789.2668,0
12.053,789.5665,0
12.054,789.8662,0
12.055,790.1659,0
12.056,790.4657,0
12.057,790.7654,0
12.058,791.0651,0
12.059,791.3648,0
12.060,791.6645,0
12.061,791.9642,0
12.062,792.2639,0
12.063,792.5636,0
12.064,792.8633,0
12.065,793.1631,0
12.066,793.4628,0
12.067,793.7625,0
12.068,794.0622,0
12.069,794.3619,0
12.070,794.6616,0
12.071,794.9613,0
12.072,795.2610,0
12.073,795.5607,0
12.074,795.8604,0
12.075,796.1602,0
12.076,796.4599,0
12.077,796.7596,0
12.078,797.0593,0
12.079,797.3590,0
12.080,797.6587,0
12.081,797.9584,0
12.082,798.2581,0
12.083,798.5578,0
12.084,798.8576,0
12.085,799.1573,0
12.086,799.4570,0
12.087,799.7567,0
12.088,800.0564,0
12.089,800.3561,0
12.090,800.6558,0
12.091,800.9555,0
12.092,801.2553,0
12.093,801.5550,0
12.094,801.8547,0
12.095,802.1544,0
12.096,802.4541,0
12.097,802.7538,0
12.098,803.0535,0
12.099,803.3532,0
12.100,803.6529,0
12.101,803.9527,0
12.102,804.2524,0
12.103,804.5521,0
12.104,804.8518,0
12.105,805.1515,0
12.106,805.4512,0
12.107,805.7509,0
12.108,806.0506,0
12.109,806.3503,0
12.110,806.6501,0
12.111,806.9498,0
12.112,807.2495,0
12.113,807.5492,0
12.114,807.8489,0
12.115,808.1486,0
12.116,808.4483,0
12.117,808.7480,0
12.118,809.0477,0
12.119,809.3475,0
12.120,809.6472,0
12.121,809.9469,0
12.122,810.2466,0
12.123,810.5463,0
12.124,810.8460,0
12.125,811.1457,0
12.126,811.4454,0
12.127,811.7451,0
12.128,812.0449,0
12.129,812.3446,0
12.130,812.6443,0
12.131,812.9440,0
12.132,813.2437,0
12.133,813.5434,0
12.134,813.8431,0
12.135,814.1428,0
12.136,814.4425,0
12.137,814.7423,0
12.138,815.0420,0
12.139,815.3417,0
12.140,815.6414,0
12.141,815.9411,0
12.142,816.2408,0
12.143,816.5405,0
12.144,816.8402,0
12.145,817.1399,0
12.146,817.4397,0
12.147,817.7394,0
12.148,818.0391,0
12.149,818.3388,0
12.150,818.6385,0
12.151,818.9382,0
12.152,819.2379,0
12.153,819.5376,0
12.154,819.8373,0
12.155,820.1371,0
12.156,820.4368,0
12.157,820.7365,0
12.158,821.0362,0
12.159,821.3359,0
12.160,821.6356,0
12.161,821.9353,0
12.162,822.2350,0
12.163,822.5348,0
12.164,822.8345,0
12.165,823.1342,0
12.166,823.4339,0
12.167,823.7336,0
12.168,824.0333,0
12.169,824.3330,0
12.170,824.6327,0
12.171,824.9324,0
12.172,825.2322,0
12.173,825.5319,0
12.174,825.8316,0
12.175,826.1313,0
12.176,826.4310,0
12.177,826.7307,0
12.178,827.0304,0
12.179,827.3301,0
12.180,827.6298,0
12.181,827.9296,0
12.182,828.2293,0
12.183,828.5290,0
12.184,828.8287,0
12.185,829.1284,0
12.186,829.4281,0
12.187,829.7278,0
12.188,830.0275,0
12.189,830.3273,0
12.190,830.6270,0
12.191,830.9267,0
12.192,831.2264,0
12.193,831.5261,0
12.194,831.8258,0
12.195,832.1255,0
12.196,832.4252,0
12.197,832.7249,0
12.198,833.0247,0
12.199,833.3244,0
12.200,833.6241,0
12.201,833.9238,0
12.202,834.2235,0
12.203,834.5232,0
12.204,834.8229,0
12.205,835.1226,0
12.206,835.4223,0
12.207,835.7221,0
12.208,836.0218,0
12.209,836.3215,0
12.210,836.6212,0
12.211,836.9209,0
12.212,837.2206,0
12.213,837.5203,0
12.214,837.8200,0
12.215,838.1198,0
12.216,838.4195,0
12.217,838.7192,0
12.218,839.0189,0
12.219,839.3186,0
12.220,839.6183,0
12.221,839.9180,0
12.222,840.2177,0
12.223,840.5174,0
12.224,840.8172,0
12.225,841.1169,0
12.226,841.4166,0
12.227,841.7163,0
12.228,842.0160,0
12.229,842.3157,0
12.230,842.6154,0
12.231,842.9151,0
12.232,843.2148,0
12.233,843.5146,0
12.234,843.8143,0
12.235,844.1140,0
12.236,844.4137,0
12.237,844.7134,0
12.238,845.0131,0
12.239,845.3128,0
12.240,845.6125,0
12.241,845.9123,0
12.242,846.2120,0
12.243,846.5117,0
12.244,846.8114,0
12.245,847.1111,0
12.246,847.4108,0
12.247,847.7105,0
12.248,848.0102,0
12.249,848.3099,0
12.250,848.6097,0
12.251,848.9094,0
12.252,849.2091,0
12.253,849.5088,0
12.254,849.8085,0
12.255,850.1082,0
12.256,850.4079,0
12.257,850.7076,0
12.258,851.0074,0
12.259,851.3071,0
12.260,851.6068,0
12.261,851.9065,0
12.262,852.2062,0
12.263,852.5059,0
12.264,852.8056,0
12.265,853.1053,0
12.266,853.4050,0
12.267,853.7048,0
12.268,854.0045,0
12.269,854.3042,0
12.270,854.6039,0
12.271,854.9036,0
12.272,855.2033,0
12.273,855.5030,0
12.274,855.8027,0
12.275,856.1025,0
12.276,856.4022,0
12.277,856.7019,0
12.278,857.0016,0
12.279,857.3013,0
12.280,857.6010,0
12.281,857.9007,0
12.282,858.2004,0
12.283,858.5001,0
12.284,858.7999,0
12.285,859.0996,0
12.286,859.3993,0
12.287,859.6990,0
12.288,859.9987,0
12.289,860.2984,0
12.290,860.5981,0
12.291,860.8978,0
12.292,861.1976,0
12.293,861.4973,0
12.294,861.7970,0
12.295,862.0967,0
12.296,862.3964,0
12.297,862.6961,0
12.298,862.9958,0
12.299,863.2955,0
12.300,863.5952,0
12.301,863.8950,0
12.302,864.1947,0
12.303,864.4944,0
12.304,864.7941,0
12.305,865.0938,0
12.306,865.3935,0
12.307,865.6932,0
12.308,865.9929,0
12.309,866.2927,0
12.310,866.5924,0
12.311,866.8921,0
12.312,867.1918,0
12.313,867.4915,0
12.314,867.7912,0
12.315,868.0909,0
12.316,868.3906,0
12.317,868.6904,0
12.318,868.9901,0
12.319,869.2898,0
12.320,869.5895,0
12.321,869.8892,0
12.322,870.1889,0
12.323,870.4886,0
12.324,870.7883,0
12.325,871.0880,0
12.326,871.3878,0
12.327,871.6875,0
12.328,871.9872,0
12.329,872.2869,0
12.330,872.5866,0
12.331,872.8863,0
12.332,873.1860,0
12.333,873.4857,0
12.334,873.7855,0
12.335,874.0852,0
12.336,874.3849,0
12.337,874.6846,0
12.338,874.9843,0
12.339,875.2840,0
12.340,875.5837,0
12.341,875.8834,0
12.342,876.1832,0
12.343,876.4829,0
12.344,876.7826,0
12.345,877.0823,0
12.346,877.3820,0
12.347,877.6817,0
12.348,877.9814,0
12.349,878.2811,0
12.350,878.5808,0
12.351,878.8806,0
12.352,879.1803,0
12.353,879.4800,0
12.354,879.7797,0
12.355,880.0794,0
12.356,880.3791,0
12.357,880.6788,0
12.358,880.9785,0
12.359,881.2783,0
12.360,881.5780,0
12.361,881.8777,0
12.362,882.1774,0
12.363,882.4771,0
12.364,882.7768,0
12.365,883.0765,0
12.366,883.3762,0
12.367,883.6760,0
12.368,883.9757,0
12.369,884.2754,0
12.370,884.5751,0
12.371,884.8748,0
12.372,885.1745,0
12.373,885.4742,0
12.374,885.7739,0
12.375,886.0736,0
12.376,886.3734,0
12.377,886.6731,0
12.378,886.9728,0
12.379,887.2725,0
12.380,887.5722,0
12.381,887.8719,0
12.382,888.1716,0
12.383,888.4713,0
12.384,888.7711,0
12.385,889.0708,0
12.386,889.3705,0
12.387,889.6702,0
12.388,889.9699,0
12.389,890.2696,0
12.390,890.5693,0
12.391,890.8690,0
12.392,891.1688,0
12.393,891.4685,0
12.394,891.7682,0
12.395,892.0679,0
12.396,892.3676,0
12.397,892.6673,0
12.398,892.9670,0
12.399,893.2667,0
